,celltype
HP1526901T2D_N8,alpha
HP1526901T2D_A8,alpha
D101_13,delta
D101_22,delta
D102_17,delta
D102_50,delta
D102_61,delta
D1713_26,delta
D172444_1,delta
D172444_76,delta
D172444_80,delta
D17All1_33,delta
D17All1_37,delta
D17All1_39,delta
D17All1_54,delta
D17All1_59,delta
D17All1_61,delta
D17All1_77,delta
D17All1_80,delta
D17All2_19,delta
D17All2_49,delta
D17All2_61,delta
D17All2_78,delta
D17TGFB_16,delta
D3en3_75,delta
D3en4_33,delta
D3ex_77,delta
D71_32,delta
D71_35,delta
D71_48,delta
D71_59,delta
D71_79,delta
D71_87,delta
D71_91,delta
D71_94,delta
D72_39,delta
D72_69,delta
D72_71,delta
D72_75,delta
D72_77,delta
D73_30,delta
D73_38,delta
D73_82,delta
D73_86,delta
D73_90,delta
D74_9,delta
D74_20,delta
D74_25,delta
D74_40,delta
D74_59,delta
D74_64,delta
D74_66,delta
D28-1_3,delta
D28-1_61,delta
D28-1_89,delta
D28-3_16,delta
D28-3_61,delta
D28-3_78,delta
D28-4_3,delta
D28-5_49,delta
D28-5_76,delta
D28-6_26,delta
D28-7_38,delta
D28-7_73,delta
D28-8_26,delta
D28-8_61,delta
D29-1_3,delta
D29-1_16,delta
D29-1_33,delta
D29-1_42,delta
D29-1_45,delta
D29-1_49,delta
D29-1_56,delta
D29-1_57,delta
D29-1_74,delta
D29-1_83,delta
D29-1_93,delta
D29-2_4,delta
D29-2_9,delta
D29-2_10,delta
D29-2_16,delta
D29-2_34,delta
D29-2_46,delta
D29-2_82,delta
D29-3_8,delta
D29-3_9,delta
D29-3_11,delta
D29-3_13,delta
D29-3_43,delta
D29-3_45,delta
D29-3_57,delta
D29-3_58,delta
D29-3_69,delta
D29-3_82,delta
D29-3_85,delta
D29-4_17,delta
D29-4_41,delta
D29-4_43,delta
D29-4_64,delta
D29-4_81,delta
D29-4_83,delta
D29-4_90,delta
D29-5_32,delta
D29-5_36,delta
D29-5_47,delta
D29-5_66,delta
D29-5_76,delta
D29-5_77,delta
D29-5_83,delta
D29-6_10,delta
D29-6_22,delta
D29-6_30,delta
D29-6_44,delta
D29-6_46,delta
D29-6_63,delta
D29-6_66,delta
D29-6_87,delta
D29-7_4,delta
D29-7_19,delta
D29-7_21,delta
D29-7_28,delta
D29-7_54,delta
D29-7_63,delta
D29-7_78,delta
D29-7_79,delta
D29-7_81,delta
D29-8_10,delta
D29-8_13,delta
D29-8_46,delta
D29-8_54,delta
D29-8_62,delta
D29-8_68,delta
D29-8_72,delta
D29-8_73,delta
D29-8_79,delta
D29-8_80,delta
D29-8_81,delta
D29-8_83,delta
D30-1_5,delta
D30-1_6,delta
D30-1_64,delta
D30-1_66,delta
D30-1_83,delta
D30-2_3,delta
D30-2_20,delta
D30-2_22,delta
D30-2_26,delta
D30-2_49,delta
D30-2_52,delta
D30-2_54,delta
D30-2_55,delta
D30-2_74,delta
D30-2_75,delta
D30-2_82,delta
D30-2_89,delta
D30-2_90,delta
D30-3_18,delta
D30-3_22,delta
D30-3_23,delta
D30-3_43,delta
D30-3_54,delta
D30-3_62,delta
D30-3_69,delta
D30-3_75,delta
D30-3_76,delta
D30-3_82,delta
D30-3_87,delta
D30-4_5,delta
D30-4_14,delta
D30-4_17,delta
D30-4_22,delta
D30-4_26,delta
D30-4_28,delta
D30-4_59,delta
D30-4_80,delta
D30-5_11,delta
D30-5_12,delta
D30-5_17,delta
D30-5_18,delta
D30-5_22,delta
D30-5_35,delta
D30-5_76,delta
D30-5_82,delta
D30-5_85,delta
D30-5_91,delta
D30-6_6,delta
D30-6_13,delta
D30-6_35,delta
D30-6_49,delta
D30-6_53,delta
D30-6_58,delta
D30-6_83,delta
D30-6_92,delta
D30-7_7,delta
D30-7_13,delta
D30-7_29,delta
D30-7_31,delta
D30-7_32,delta
D30-7_53,delta
D30-7_55,delta
D30-7_89,delta
D30-8_3,delta
D30-8_9,delta
D30-8_32,delta
D30-8_40,delta
D30-8_55,delta
D30-8_66,delta
D30-8_86,delta
D30-8_88,delta
D31-1_6,delta
D31-1_15,delta
D31-1_33,delta
D31-1_38,delta
D31-2_5,delta
D31-2_12,delta
D31-2_29,delta
D31-2_36,delta
D31-2_70,delta
D31-2_79,delta
D31-3_16,delta
D31-3_22,delta
D31-3_41,delta
D31-3_42,delta
D31-3_62,delta
D31-3_67,delta
D31-3_88,delta
D31-4_2,delta
D31-4_8,delta
D31-4_28,delta
D31-4_46,delta
D31-4_60,delta
D31-4_62,delta
D31-4_78,delta
D31-5_18,delta
D31-5_23,delta
D31-5_42,delta
D31-5_46,delta
D31-5_55,delta
D31-5_71,delta
D31-5_84,delta
D31-6_7,delta
D31-6_12,delta
D31-6_38,delta
D31-6_46,delta
D31-7_66,delta
D31-7_74,delta
D31-7_81,delta
D31-8_1,delta
D31-8_17,delta
D31-8_28,delta
D31-8_34,delta
D31-8_66,delta
D31-8_69,delta
D31-8_71,delta
D31-8_76,delta
10th_C76_S128,delta
11th-C33_S20,delta
13th_C51_S170,delta
13th_C66_S214,delta
1st-C69_S44,delta
2nd-C25_S49,delta
3rd-C1_S39,delta
3rd-C68_S13,delta
3rd-C86_S85,delta
4th-C26_S50,delta
4th-C32_S62,delta
4th-C85_S78,delta
4th-C87_S76,delta
4th-C89_S83,delta
5th-C35_S109,delta
5th-C83_S111,delta
6th-C23_S38,delta
6th-C24_S37,delta
7th-C15_S23,delta
7th-C56_S15,delta
7th-C68_S38,delta
7th-C72_S42,delta
8th-C6_S88,delta
8th-C84_S143,delta
9th-C28_S50,delta
AZ_C11,delta
AZ_B10,delta
AZ_B1,delta
AZ_A12,delta
AZ_A10,delta
AZ_G6,delta
AZ_D5,delta
HP1502401_D17,delta
HP1502401_A18,delta
HP1502401_I7,delta
HP1502401_O6,delta
HP1502401_C8,delta
HP1502401_H6,delta
HP1502401_O18,delta
HP1502401_F11,delta
HP1502401_I9,delta
HP1502401_D12,delta
HP1502401_N7,delta
HP1502401_G3,delta
HP1502401_C5,delta
HP1502401_A2,delta
HP1502401_M6,delta
HP1502401_A24,delta
HP1502401_C20,delta
HP1502401_E3,delta
HP1502401_E9,delta
HP1502401_B8,delta
HP1504101T2D_A24,delta
HP1504101T2D_H5,delta
HP1504101T2D_F17,delta
HP1504101T2D_C9,delta
HP1504101T2D_L11,delta
HP1504101T2D_C10,delta
HP1504101T2D_N21,delta
HP1504101T2D_J14,delta
HP1504101T2D_E21,delta
HP1504101T2D_I11,delta
HP1504101T2D_P4,delta
HP1504101T2D_P5,delta
HP1504101T2D_K14,delta
HP1504901_K20,delta
HP1504901_I7,delta
HP1504901_A21,delta
HP1504901_F2,delta
HP1504901_I23,delta
HP1504901_P21,delta
HP1504901_D6,delta
HP1504901_B4,delta
HP1504901_J4,delta
HP1504901_B9,delta
HP1504901_N24,delta
HP1504901_M21,delta
HP1504901_C10,delta
HP1504901_A10,delta
HP1506401_E16,delta
HP1506401_G11,delta
HP1506401_M14,delta
HP1507101_A3,delta
HP1507101_O23,delta
HP1507101_P14,delta
HP1507101_L23,delta
HP1507101_F10,delta
HP1507101_P21,delta
HP1507101_A5,delta
HP1507101_L4,delta
HP1507101_E16,delta
HP1507101_F12,delta
HP1508501T2D_H11,delta
HP1508501T2D_I18,delta
HP1508501T2D_I23,delta
HP1508501T2D_C8,delta
HP1508501T2D_D15,delta
HP1508501T2D_C16,delta
HP1508501T2D_J18,delta
HP1509101_O1,delta
HP1509101_J16,delta
HP1509101_E4,delta
HP1509101_H7,delta
HP1509101_D22,delta
HP1509101_L19,delta
HP1509101_J18,delta
HP1509101_P12,delta
HP1509101_O24,delta
HP1509101_H13,delta
HP1509101_O4,delta
HP1509101_L23,delta
HP1525301T2D_D19,delta
HP1525301T2D_O2,delta
HP1525301T2D_M17,delta
HP1525301T2D_A7,delta
HP1525301T2D_J10,delta
HP1526901T2D_A10,delta
HP1526901T2D_B6,delta
HP1526901T2D_H18,delta
HP1526901T2D_J22,delta
HP1526901T2D_M19,delta
HP1526901T2D_A16,delta
HP1526901T2D_I10,delta
HP1526901T2D_G23,delta
HP1526901T2D_P22,delta
HP1526901T2D_K24,delta
HP1526901T2D_E20,delta
HP1526901T2D_B18,delta
HP1526901T2D_A4,delta
HP1526901T2D_A23,delta
HP1526901T2D_K22,delta
HP1526901T2D_G2,delta
HP1526901T2D_O9,delta
HP1526901T2D_L24,delta
HP1526901T2D_A22,delta
HP1526901T2D_J20,delta
HP1526901T2D_J1,delta
HP1526901T2D_C15,delta
HP1526901T2D_I19,delta
HP1526901T2D_B7,delta
HP1526901T2D_O7,delta
HP1526901T2D_E21,delta
HP1526901T2D_E3,delta
HP1526901T2D_E19,delta
HP1526901T2D_I11,delta
HP1526901T2D_F23,delta
HP1526901T2D_C24,delta
HP1526901T2D_D21,delta
HP1526901T2D_C1,delta
HP1526901T2D_A13,delta
HP1526901T2D_I18,delta
HP1526901T2D_N16,delta
D101_14,beta
D101_31,beta
D101_35,beta
D101_73,beta
D101_89,beta
D102_7,beta
D102_11,beta
D102_18,beta
D102_24,beta
D102_25,beta
D102_39,beta
D102_45,beta
D102_55,beta
D102_58,beta
D102_59,beta
D102_63,beta
D102_66,beta
D102_96,beta
D1713_11,beta
D1713_18,beta
D1713_19,beta
D1713_95,beta
D172444_11,beta
D172444_21,beta
D172444_47,beta
D172444_48,beta
D172444_50,beta
D172444_51,beta
D172444_55,beta
D172444_65,beta
D172444_67,beta
D172444_69,beta
D172444_74,beta
D172444_86,beta
D17All1_3,beta
D17All1_5,beta
D17All1_6,beta
D17All1_7,beta
D17All1_12,beta
D17All1_19,beta
D17All1_22,beta
D17All1_23,beta
D17All1_35,beta
D17All1_38,beta
D17All1_40,beta
D17All1_51,beta
D17All1_60,beta
D17All1_63,beta
D17All1_66,beta
D17All1_70,beta
D17All1_71,beta
D17All1_75,beta
D17All1_81,beta
D17All1_82,beta
D17All1_83,beta
D17All1_87,beta
D17All1_90,beta
D17All1_91,beta
D17All1_95,beta
D17All2_2,beta
D17All2_7,beta
D17All2_10,beta
D17All2_12,beta
D17All2_13,beta
D17All2_20,beta
D17All2_21,beta
D17All2_22,beta
D17All2_25,beta
D17All2_26,beta
D17All2_30,beta
D17All2_31,beta
D17All2_34,beta
D17All2_35,beta
D17All2_36,beta
D17All2_41,beta
D17All2_55,beta
D17All2_56,beta
D17All2_57,beta
D17All2_65,beta
D17All2_68,beta
D17All2_69,beta
D17All2_87,beta
D17All2_90,beta
D17All2_94,beta
D17All2_95,beta
D17TGFB_68,beta
D2ex_39,beta
D2ex_43,beta
D2ex_78,beta
D3en1_63,beta
D3en1_69,beta
D3en3_51,beta
D3en4_56,beta
D3ex_66,beta
D71_4,beta
D71_9,beta
D71_15,beta
D71_19,beta
D71_21,beta
D71_26,beta
D71_29,beta
D71_30,beta
D71_36,beta
D71_38,beta
D71_42,beta
D71_49,beta
D71_51,beta
D71_54,beta
D71_55,beta
D71_57,beta
D71_61,beta
D71_62,beta
D71_63,beta
D71_82,beta
D71_83,beta
D71_84,beta
D71_86,beta
D72_41,beta
D72_42,beta
D72_55,beta
D72_81,beta
D72_84,beta
D72_96,beta
D73_4,beta
D73_9,beta
D73_12,beta
D73_21,beta
D73_22,beta
D73_28,beta
D73_42,beta
D73_45,beta
D73_55,beta
D73_61,beta
D73_62,beta
D73_67,beta
D73_72,beta
D73_76,beta
D73_85,beta
D73_87,beta
D73_91,beta
D73_92,beta
D74_1,beta
D74_2,beta
D74_3,beta
D74_5,beta
D74_10,beta
D74_16,beta
D74_21,beta
D74_33,beta
D74_35,beta
D74_36,beta
D74_49,beta
D74_51,beta
D74_53,beta
D74_61,beta
D74_65,beta
D74_77,beta
D74_82,beta
D74_83,beta
D74_86,beta
D74_92,beta
D28-1_4,beta
D28-1_43,beta
D28-2_38,beta
D28-2_73,beta
D28-3_6,beta
D28-3_27,beta
D28-3_30,beta
D28-3_37,beta
D28-3_41,beta
D28-3_89,beta
D28-4_31,beta
D28-4_77,beta
D28-4_88,beta
D28-5_1,beta
D28-5_5,beta
D28-5_73,beta
D28-6_3,beta
D28-6_53,beta
D28-6_86,beta
D28-6_87,beta
D28-7_40,beta
D28-8_4,beta
D28-8_29,beta
D28-8_85,beta
D28-8_88,beta
D29-1_8,beta
D29-1_21,beta
D29-1_24,beta
D29-1_36,beta
D29-1_40,beta
D29-1_48,beta
D29-1_52,beta
D29-1_53,beta
D29-1_70,beta
D29-1_75,beta
D29-1_77,beta
D29-1_78,beta
D29-1_79,beta
D29-1_81,beta
D29-1_82,beta
D29-1_84,beta
D29-1_88,beta
D29-1_92,beta
D29-1_94,beta
D29-2_5,beta
D29-2_11,beta
D29-2_18,beta
D29-2_20,beta
D29-2_24,beta
D29-2_26,beta
D29-2_27,beta
D29-2_30,beta
D29-2_50,beta
D29-2_53,beta
D29-2_54,beta
D29-2_56,beta
D29-2_60,beta
D29-2_62,beta
D29-2_66,beta
D29-2_70,beta
D29-2_72,beta
D29-2_79,beta
D29-2_80,beta
D29-2_81,beta
D29-2_89,beta
D29-3_5,beta
D29-3_7,beta
D29-3_21,beta
D29-3_23,beta
D29-3_24,beta
D29-3_28,beta
D29-3_36,beta
D29-3_37,beta
D29-3_39,beta
D29-3_48,beta
D29-3_51,beta
D29-3_52,beta
D29-3_59,beta
D29-3_61,beta
D29-3_64,beta
D29-3_78,beta
D29-3_83,beta
D29-3_86,beta
D29-3_87,beta
D29-3_94,beta
D29-4_19,beta
D29-4_23,beta
D29-4_27,beta
D29-4_31,beta
D29-4_39,beta
D29-4_42,beta
D29-4_44,beta
D29-4_52,beta
D29-4_59,beta
D29-4_63,beta
D29-4_67,beta
D29-4_73,beta
D29-4_79,beta
D29-4_88,beta
D29-4_92,beta
D29-4_94,beta
D29-5_10,beta
D29-5_12,beta
D29-5_14,beta
D29-5_20,beta
D29-5_21,beta
D29-5_22,beta
D29-5_23,beta
D29-5_30,beta
D29-5_34,beta
D29-5_37,beta
D29-5_40,beta
D29-5_48,beta
D29-5_52,beta
D29-5_53,beta
D29-5_55,beta
D29-5_58,beta
D29-5_60,beta
D29-5_61,beta
D29-5_62,beta
D29-5_63,beta
D29-5_69,beta
D29-5_70,beta
D29-5_86,beta
D29-5_91,beta
D29-6_3,beta
D29-6_16,beta
D29-6_28,beta
D29-6_32,beta
D29-6_39,beta
D29-6_43,beta
D29-6_50,beta
D29-6_56,beta
D29-6_59,beta
D29-6_62,beta
D29-6_67,beta
D29-6_70,beta
D29-6_72,beta
D29-6_77,beta
D29-6_79,beta
D29-6_80,beta
D29-7_2,beta
D29-7_3,beta
D29-7_12,beta
D29-7_14,beta
D29-7_17,beta
D29-7_31,beta
D29-7_37,beta
D29-7_39,beta
D29-7_41,beta
D29-7_42,beta
D29-7_45,beta
D29-7_48,beta
D29-7_52,beta
D29-7_58,beta
D29-7_62,beta
D29-7_68,beta
D29-7_69,beta
D29-7_74,beta
D29-7_75,beta
D29-7_86,beta
D29-7_87,beta
D29-8_8,beta
D29-8_11,beta
D29-8_12,beta
D29-8_23,beta
D29-8_34,beta
D29-8_49,beta
D29-8_50,beta
D29-8_74,beta
D29-8_87,beta
D29-8_90,beta
D29-8_91,beta
D29-8_94,beta
D30-1_14,beta
D30-1_20,beta
D30-1_26,beta
D30-1_32,beta
D30-1_33,beta
D30-1_39,beta
D30-1_41,beta
D30-1_45,beta
D30-1_51,beta
D30-1_53,beta
D30-1_57,beta
D30-1_65,beta
D30-1_67,beta
D30-1_69,beta
D30-1_74,beta
D30-1_85,beta
D30-1_89,beta
D30-1_93,beta
D30-1_94,beta
D30-2_7,beta
D30-2_30,beta
D30-2_32,beta
D30-2_33,beta
D30-2_44,beta
D30-2_46,beta
D30-2_48,beta
D30-2_57,beta
D30-2_61,beta
D30-2_71,beta
D30-2_83,beta
D30-2_87,beta
D30-3_3,beta
D30-3_9,beta
D30-3_10,beta
D30-3_13,beta
D30-3_14,beta
D30-3_36,beta
D30-3_38,beta
D30-3_51,beta
D30-3_52,beta
D30-3_53,beta
D30-3_55,beta
D30-3_58,beta
D30-3_67,beta
D30-3_71,beta
D30-3_77,beta
D30-3_78,beta
D30-3_81,beta
D30-3_89,beta
D30-4_1,beta
D30-4_2,beta
D30-4_8,beta
D30-4_9,beta
D30-4_15,beta
D30-4_33,beta
D30-4_34,beta
D30-4_48,beta
D30-4_61,beta
D30-4_67,beta
D30-4_71,beta
D30-4_76,beta
D30-4_79,beta
D30-4_83,beta
D30-4_90,beta
D30-5_7,beta
D30-5_21,beta
D30-5_32,beta
D30-5_40,beta
D30-5_49,beta
D30-5_56,beta
D30-5_57,beta
D30-5_69,beta
D30-6_11,beta
D30-6_14,beta
D30-6_15,beta
D30-6_18,beta
D30-6_21,beta
D30-6_38,beta
D30-6_47,beta
D30-6_54,beta
D30-6_56,beta
D30-6_59,beta
D30-6_60,beta
D30-6_68,beta
D30-6_76,beta
D30-6_79,beta
D30-6_94,beta
D30-7_3,beta
D30-7_4,beta
D30-7_21,beta
D30-7_22,beta
D30-7_23,beta
D30-7_44,beta
D30-7_48,beta
D30-7_54,beta
D30-7_56,beta
D30-7_62,beta
D30-7_63,beta
D30-7_70,beta
D30-7_76,beta
D30-7_79,beta
D30-7_80,beta
D30-7_82,beta
D30-7_94,beta
D30-8_6,beta
D30-8_12,beta
D30-8_14,beta
D30-8_17,beta
D30-8_27,beta
D30-8_35,beta
D30-8_45,beta
D30-8_46,beta
D30-8_49,beta
D30-8_51,beta
D30-8_59,beta
D30-8_62,beta
D30-8_68,beta
D30-8_73,beta
D30-8_74,beta
D30-8_80,beta
D30-8_85,beta
D31-1_1,beta
D31-1_10,beta
D31-1_14,beta
D31-1_20,beta
D31-1_26,beta
D31-1_28,beta
D31-1_29,beta
D31-1_34,beta
D31-1_39,beta
D31-1_47,beta
D31-1_53,beta
D31-1_54,beta
D31-1_56,beta
D31-1_63,beta
D31-1_68,beta
D31-1_73,beta
D31-1_74,beta
D31-1_86,beta
D31-2_1,beta
D31-2_3,beta
D31-2_23,beta
D31-2_27,beta
D31-2_28,beta
D31-2_34,beta
D31-2_43,beta
D31-2_46,beta
D31-2_47,beta
D31-2_48,beta
D31-2_49,beta
D31-2_52,beta
D31-2_58,beta
D31-2_65,beta
D31-2_66,beta
D31-2_71,beta
D31-2_72,beta
D31-2_92,beta
D31-3_4,beta
D31-3_10,beta
D31-3_17,beta
D31-3_31,beta
D31-3_33,beta
D31-3_43,beta
D31-3_50,beta
D31-3_66,beta
D31-3_68,beta
D31-3_75,beta
D31-3_80,beta
D31-3_83,beta
D31-3_87,beta
D31-3_92,beta
D31-4_10,beta
D31-4_12,beta
D31-4_17,beta
D31-4_19,beta
D31-4_21,beta
D31-4_25,beta
D31-4_34,beta
D31-4_39,beta
D31-4_44,beta
D31-4_45,beta
D31-4_49,beta
D31-4_51,beta
D31-4_58,beta
D31-4_63,beta
D31-4_64,beta
D31-4_65,beta
D31-4_66,beta
D31-4_74,beta
D31-4_75,beta
D31-4_82,beta
D31-4_83,beta
D31-4_85,beta
D31-4_92,beta
D31-4_94,beta
D31-5_3,beta
D31-5_5,beta
D31-5_9,beta
D31-5_15,beta
D31-5_22,beta
D31-5_26,beta
D31-5_27,beta
D31-5_29,beta
D31-5_30,beta
D31-5_32,beta
D31-5_38,beta
D31-5_52,beta
D31-5_61,beta
D31-5_74,beta
D31-5_80,beta
D31-5_85,beta
D31-5_94,beta
D31-6_15,beta
D31-6_16,beta
D31-6_19,beta
D31-6_20,beta
D31-6_22,beta
D31-6_31,beta
D31-6_42,beta
D31-6_47,beta
D31-6_49,beta
D31-6_58,beta
D31-6_65,beta
D31-6_67,beta
D31-6_76,beta
D31-6_80,beta
D31-6_85,beta
D31-6_87,beta
D31-6_92,beta
D31-7_1,beta
D31-7_3,beta
D31-7_22,beta
D31-7_34,beta
D31-7_39,beta
D31-7_40,beta
D31-7_45,beta
D31-7_46,beta
D31-7_47,beta
D31-7_53,beta
D31-7_55,beta
D31-7_59,beta
D31-7_60,beta
D31-7_67,beta
D31-7_69,beta
D31-7_72,beta
D31-7_76,beta
D31-7_84,beta
D31-7_85,beta
D31-7_87,beta
D31-7_91,beta
D31-7_94,beta
D31-8_3,beta
D31-8_8,beta
D31-8_13,beta
D31-8_21,beta
D31-8_29,beta
D31-8_31,beta
D31-8_41,beta
D31-8_42,beta
D31-8_43,beta
D31-8_48,beta
D31-8_49,beta
D31-8_50,beta
D31-8_60,beta
D31-8_64,beta
D31-8_73,beta
D31-8_74,beta
D31-8_78,beta
D31-8_83,beta
D31-8_84,beta
D31-8_88,beta
10th_C11_S96,beta
10th_C13_S61,beta
10th_C14_S53,beta
10th_C17_S97,beta
10th_C1_S59,beta
10th_C20_S54,beta
10th_C23_S98,beta
10th_C32_S56,beta
10th_C33_S64,beta
10th_C37_S49,beta
10th_C51_S80,beta
10th_C61_S68,beta
10th_C64_S112,beta
10th_C66_S126,beta
10th_C81_S70,beta
10th_C84_S115,beta
10th_C85_S86,beta
11th-C21_S4,beta
11th-C22_S65,beta
11th-C27_S19,beta
11th-C30_S66,beta
11th-C41_S60,beta
11th-C44_S15,beta
11th-C49_S23,beta
11th-C51_S39,beta
11th-C53_S78,beta
11th-C54_S86,beta
11th-C66_S88,beta
12th-C10_S155,beta
12th-C12_S139,beta
12th-C14_S190,beta
12th-C15_S183,beta
12th-C21_S184,beta
12th-C24_S141,beta
12th-C25_S185,beta
12th-C26_S192,beta
12th-C30_S157,beta
12th-C33_S200,beta
12th-C35_S151,beta
12th-C38_S194,beta
12th-C3_S181,beta
12th-C40_S144,beta
12th-C42_S159,beta
12th-C47_S153,beta
12th-C48_S160,beta
12th-C4_S154,beta
12th-C51_S217,beta
12th-C55_S203,beta
12th-C59_S169,beta
12th-C60_S176,beta
12th-C64_S163,beta
12th-C65_S170,beta
12th-C67_S205,beta
12th-C74_S214,beta
12th-C7_S196,beta
12th-C84_S165,beta
12th-C85_S137,beta
12th-C8_S189,beta
12th-C90_S166,beta
12th-C93_S209,beta
12th-C96_S167,beta
13th_C12_S178,beta
13th_C15_S134,beta
13th_C16_S193,beta
13th_C17_S186,beta
13th_C21_S135,beta
13th_C34_S181,beta
13th_C38_S145,beta
13th_C39_S153,beta
13th_C46_S183,beta
13th_C52_S198,beta
13th_C57_S171,beta
13th_C5_S184,beta
13th_C63_S172,beta
13th_C68_S165,beta
13th_C70_S201,beta
13th_C71_S208,beta
13th_C75_S159,beta
13th_C80_S167,beta
13th_C81_S160,beta
13th_C89_S211,beta
13th_C94_S219,beta
13th_C96_S204,beta
1st-61_S27,beta
1st-C11_S58,beta
1st-C13_S19,beta
1st-C32_S14,beta
1st-C39_S23,beta
1st-C58_S76,beta
1st-C64_S79,beta
1st-C77_S86,beta
1st-C79_S46,beta
1st-C90_S91,beta
1st-C96_S94,beta
2nd-C15_S25,beta
2nd-C17_S32,beta
2nd-C19_S39,beta
2nd-C27_S51,beta
2nd-C32_S62,beta
2nd-C37_S73,beta
2nd-C38_S74,beta
2nd-C49_S4,beta
2nd-C51_S6,beta
2nd-C52_S10,beta
2nd-C5_S8,beta
2nd-C62_S29,beta
2nd-C72_S48,beta
2nd-C76_S60,beta
2nd-C7_S15,beta
2nd-C81_S64,beta
2nd-C86_S77,beta
2nd-C87_S76,beta
2nd-C88_S84,beta
2nd-C93_S88,beta
2nd-C95_S95,beta
3rd-C11_S58,beta
3rd-C25_S15,beta
3rd-C33_S50,beta
3rd-C36_S2,beta
3rd-C4_S25,beta
3rd-C56_S90,beta
3rd-C58_S3,beta
3rd-C59_S91,beta
3rd-C60_S10,beta
3rd-C65_S20,beta
3rd-C71_S80,beta
3rd-C82_S11,beta
3rd-C84_S75,beta
3rd-C87_S88,beta
3rd-C88_S24,beta
3rd-C92_S86,beta
3rd-C96_S79,beta
4th-61_S28,beta
4th-C14_S26,beta
4th-C24_S43,beta
4th-C28_S55,beta
4th-C45_S87,beta
4th-C49_S4,beta
4th-C5_S8,beta
4th-C67_S40,beta
4th-C7_S15,beta
4th-C8_S14,beta
4th-C93_S88,beta
5th-C12_S90,beta
5th-C14_S97,beta
5th-C16_S98,beta
5th-C18_S96,beta
5th-C25_S108,beta
5th-C49_S89,beta
5th-C5_S85,beta
5th-C64_S99,beta
5th-C80_S116,beta
5th-C90_S115,beta
6th-C12_S18,beta
6th-C15_S22,beta
6th-C16_S29,beta
6th-C19_S35,beta
6th-C1_S3,beta
6th-C20_S34,beta
6th-C22_S39,beta
6th-C25_S43,beta
6th-C28_S49,beta
6th-C29_S50,beta
6th-C2_S2,beta
6th-C30_S51,beta
6th-C40_S73,beta
6th-C42_S75,beta
6th-C51_S6,beta
6th-C54_S11,beta
6th-C57_S17,beta
6th-C58_S20,beta
6th-C59_S21,beta
6th-C64_S30,beta
6th-C66_S32,beta
6th-C67_S36,beta
6th-C71_S41,beta
6th-C73_S48,beta
6th-C75_S46,beta
6th-C77_S53,beta
6th-C79_S60,beta
6th-C80_S59,beta
6th-C82_S66,beta
6th-C84_S64,beta
6th-C85_S72,beta
6th-C89_S77,beta
6th-C90_S76,beta
6th-C91_S84,beta
6th-C93_S82,beta
7th-C10_S19,beta
7th-C12_S17,beta
7th-C19_S36,beta
7th-C1_S3,beta
7th-C20_S35,beta
7th-C21_S34,beta
7th-C25_S43,beta
7th-C28_S48,beta
7th-C2_S2,beta
7th-C31_S53,beta
7th-C3_S1,beta
7th-C45_S77,beta
7th-C4_S8,beta
7th-C50_S5,beta
7th-C52_S9,beta
7th-C53_S10,beta
7th-C57_S16,beta
7th-C59_S21,beta
7th-C60_S22,beta
7th-C62_S27,beta
7th-C64_S31,beta
7th-C65_S32,beta
7th-C66_S33,beta
7th-C73_S47,beta
7th-C77_S51,beta
7th-C80_S57,beta
7th-C84_S62,beta
7th-C89_S74,beta
7th-C8_S13,beta
7th-C90_S73,beta
7th-C94_S83,beta
7th-C96_S82,beta
8th-C10_S100,beta
8th-C18_S110,beta
8th-C24_S120,beta
8th-C2_S85,beta
8th-C38_S147,beta
8th-C44_S155,beta
8th-C47_S160,beta
8th-C61_S107,beta
8th-C65_S113,beta
8th-C70_S123,beta
8th-C75_S128,beta
8th-C87_S148,beta
9th-C10_S18,beta
9th-C11_S17,beta
9th-C13_S24,beta
9th-C14_S23,beta
9th-C16_S30,beta
9th-C1_S3,beta
9th-C25_S45,beta
9th-C38_S64,beta
9th-C3_S1,beta
9th-C41_S70,beta
9th-C46_S79,beta
9th-C51_S6,beta
9th-C57_S16,beta
9th-C59_S20,beta
9th-C65_S32,beta
9th-C69_S39,beta
9th-C6_S7,beta
9th-C70_S42,beta
9th-C81_S55,beta
9th-C86_S67,beta
9th-C88_S73,beta
9th-C89_S72,beta
9th-C8_S14,beta
9th-C91_S78,beta
9th-C93_S76,beta
9th-C94_S83,beta
AZ_C10,beta
AZ_A8,beta
AZ_D6,beta
AZ_H11,beta
AZ_E7,beta
AZ_G2,beta
AZ_H6,beta
AZ_F7,beta
AZ_C4,beta
AZ_F2,beta
AZ_F1,beta
AZ_D2,beta
HP1502401_B14,beta
HP1502401_G14,beta
HP1502401_D13,beta
HP1502401_J22,beta
HP1502401_G24,beta
HP1502401_N8,beta
HP1502401_O16,beta
HP1502401_H22,beta
HP1502401_A7,beta
HP1502401_B7,beta
HP1502401_H11,beta
HP1502401_E22,beta
HP1502401_N1,beta
HP1502401_D7,beta
HP1502401_C18,beta
HP1502401_F22,beta
HP1502401_B24,beta
HP1502401_C6,beta
HP1502401_I6,beta
HP1502401_G4,beta
HP1502401_B21,beta
HP1502401_D3,beta
HP1502401_G6,beta
HP1502401_C10,beta
HP1502401_E19,beta
HP1502401_J10,beta
HP1502401_D6,beta
HP1502401_M2,beta
HP1502401_D22,beta
HP1502401_G20,beta
