,CellType
11072,Astrocyte
11073,Excitatory neuron
11074,Excitatory neuron
11075,Inhibitory neuron
11076,Inhibitory neuron
11077,Excitatory neuron
11078,Endothelial
11079,Astrocyte
11080,Excitatory neuron
11081,Excitatory neuron
11082,Excitatory neuron
11083,Oligodendrocyte
11084,Excitatory neuron
11085,Excitatory neuron
11087,Excitatory neuron
11088,Excitatory neuron
11089,Excitatory neuron
11090,Inhibitory neuron
11091,Astrocyte
11092,Excitatory neuron
11093,Excitatory neuron
11094,Inhibitory neuron
11095,Excitatory neuron
11096,Excitatory neuron
11097,Astrocyte
11098,Excitatory neuron
11099,Excitatory neuron
11100,Excitatory neuron
11101,Astrocyte
11102,Excitatory neuron
11103,Excitatory neuron
11104,Excitatory neuron
11105,Oligodendrocyte
11106,Excitatory neuron
11107,Excitatory neuron
11108,Excitatory neuron
11109,Excitatory neuron
11110,Excitatory neuron
11112,Excitatory neuron
11113,Excitatory neuron
11114,Excitatory neuron
11115,Excitatory neuron
11116,Excitatory neuron
11117,Excitatory neuron
11118,Inhibitory neuron
11119,Excitatory neuron
11120,Excitatory neuron
11121,Endothelial
11123,Excitatory neuron
11124,Excitatory neuron
11125,Inhibitory neuron
11126,Oligodendrocyte
11127,Excitatory neuron
11128,Excitatory neuron
11129,Oligodendrocyte
11130,Excitatory neuron
11131,Excitatory neuron
11132,Inhibitory neuron
11133,Astrocyte
11134,Excitatory neuron
11135,Excitatory neuron
11136,Excitatory neuron
11137,Excitatory neuron
11138,Excitatory neuron
11139,Excitatory neuron
11140,Excitatory neuron
11141,Excitatory neuron
11142,Inhibitory neuron
11143,Inhibitory neuron
11144,Excitatory neuron
11145,Oligodendrocyte
11146,Astrocyte
11148,Inhibitory neuron
11149,Excitatory neuron
11150,Excitatory neuron
11151,Excitatory neuron
11152,Excitatory neuron
11154,Excitatory neuron
11155,Excitatory neuron
11156,Inhibitory neuron
11157,Excitatory neuron
11158,Excitatory neuron
11159,Inhibitory neuron
11161,Inhibitory neuron
11162,Excitatory neuron
11163,Excitatory neuron
11164,Excitatory neuron
11165,Excitatory neuron
11166,Astrocyte
11167,Astrocyte
11168,Inhibitory neuron
11169,Excitatory neuron
11170,Excitatory neuron
11171,Oligodendrocyte
11172,Excitatory neuron
11173,Excitatory neuron
11174,Excitatory neuron
11175,Excitatory neuron
11176,Inhibitory neuron
11177,Excitatory neuron
11178,Excitatory neuron
11179,Astrocyte
11180,Excitatory neuron
11181,Excitatory neuron
11182,Excitatory neuron
11183,Excitatory neuron
11184,Excitatory neuron
11185,Excitatory neuron
11186,Inhibitory neuron
11187,Excitatory neuron
11188,Excitatory neuron
11189,Excitatory neuron
11190,Inhibitory neuron
11191,Excitatory neuron
11192,Excitatory neuron
11193,Excitatory neuron
11194,Excitatory neuron
11195,Inhibitory neuron
11196,Oligodendrocyte
11197,Astrocyte
11198,Astrocyte
11199,Inhibitory neuron
11200,Excitatory neuron
11201,Excitatory neuron
11202,Excitatory neuron
11203,Excitatory neuron
11204,Excitatory neuron
11205,Excitatory neuron
11206,Excitatory neuron
11207,Excitatory neuron
11208,Excitatory neuron
11209,Excitatory neuron
11210,Astrocyte
11211,Excitatory neuron
11212,Inhibitory neuron
11213,Astrocyte
11214,Excitatory neuron
11215,Excitatory neuron
11216,Excitatory neuron
11217,Excitatory neuron
11218,Inhibitory neuron
11219,Inhibitory neuron
11220,Astrocyte
11221,Excitatory neuron
11222,Oligodendrocyte
11223,Oligodendrocyte
11224,Excitatory neuron
11225,Excitatory neuron
11226,Excitatory neuron
11227,Excitatory neuron
11228,Excitatory neuron
11229,Inhibitory neuron
11230,Excitatory neuron
11231,Endothelial
11232,Inhibitory neuron
11233,Excitatory neuron
11234,Excitatory neuron
11235,Excitatory neuron
11236,Astrocyte
11237,Excitatory neuron
11238,Excitatory neuron
11239,Excitatory neuron
11240,Excitatory neuron
11241,Astrocyte
11242,Inhibitory neuron
11243,Astrocyte
11244,Oligodendrocyte
11245,Excitatory neuron
11246,Excitatory neuron
11247,Inhibitory neuron
11248,Excitatory neuron
11249,Excitatory neuron
11250,Excitatory neuron
11251,Excitatory neuron
11252,Excitatory neuron
11253,Oligodendrocyte
11254,Excitatory neuron
11255,Excitatory neuron
11256,Excitatory neuron
11257,Excitatory neuron
11258,Excitatory neuron
11259,Excitatory neuron
11260,Inhibitory neuron
11261,Excitatory neuron
11263,Inhibitory neuron
11264,Excitatory neuron
11265,Excitatory neuron
11267,Excitatory neuron
11268,Excitatory neuron
11269,Excitatory neuron
11270,Excitatory neuron
11271,Inhibitory neuron
11272,Endothelial
11273,Excitatory neuron
11274,Excitatory neuron
11276,Excitatory neuron
11277,Excitatory neuron
11278,Excitatory neuron
11279,Excitatory neuron
11280,Excitatory neuron
11281,Excitatory neuron
11283,Excitatory neuron
11284,Excitatory neuron
11285,Excitatory neuron
11286,Excitatory neuron
11287,Excitatory neuron
11288,Excitatory neuron
11290,Oligodendrocyte
11292,Excitatory neuron
11293,Excitatory neuron
11295,Inhibitory neuron
11296,Excitatory neuron
11297,Excitatory neuron
11298,Astrocyte
11299,Excitatory neuron
11300,Excitatory neuron
11301,Excitatory neuron
11302,Inhibitory neuron
11303,Excitatory neuron
11304,Inhibitory neuron
11305,Inhibitory neuron
11306,Excitatory neuron
11307,Excitatory neuron
11308,Excitatory neuron
11309,Excitatory neuron
11310,Astrocyte
11311,Excitatory neuron
11312,Excitatory neuron
11313,Excitatory neuron
11314,Excitatory neuron
11315,Excitatory neuron
11316,Excitatory neuron
11317,Excitatory neuron
11318,Excitatory neuron
11319,Excitatory neuron
11320,Excitatory neuron
11321,Excitatory neuron
11322,Excitatory neuron
11323,Excitatory neuron
11324,Inhibitory neuron
11325,Excitatory neuron
11326,Inhibitory neuron
11327,Excitatory neuron
11328,Excitatory neuron
11329,Excitatory neuron
11330,Inhibitory neuron
11331,Excitatory neuron
11332,Excitatory neuron
11334,Excitatory neuron
11335,Astrocyte
11338,Inhibitory neuron
11339,Excitatory neuron
11340,Inhibitory neuron
11341,Excitatory neuron
11342,Excitatory neuron
11345,Excitatory neuron
11346,Inhibitory neuron
11347,Excitatory neuron
11348,Excitatory neuron
11349,Excitatory neuron
11350,Excitatory neuron
11351,Excitatory neuron
11352,Excitatory neuron
11353,Endothelial
11355,Inhibitory neuron
11356,Excitatory neuron
11357,Excitatory neuron
11358,Excitatory neuron
11359,Astrocyte
11362,Astrocyte
11363,Excitatory neuron
11364,Inhibitory neuron
11365,Oligodendrocyte
11366,Excitatory neuron
11367,Excitatory neuron
11368,Excitatory neuron
11369,Inhibitory neuron
11370,Excitatory neuron
11371,Excitatory neuron
11373,Excitatory neuron
11375,Astrocyte
11376,Oligodendrocyte
11377,Excitatory neuron
11378,Excitatory neuron
11379,Excitatory neuron
11380,Excitatory neuron
11381,Astrocyte
11382,Astrocyte
11383,Oligodendrocyte
11385,Oligodendrocyte
11387,Astrocyte
11389,Excitatory neuron
11390,Excitatory neuron
11391,Excitatory neuron
11392,Excitatory neuron
11394,Excitatory neuron
11395,Excitatory neuron
11396,Excitatory neuron
11397,Excitatory neuron
11398,Excitatory neuron
11399,Excitatory neuron
11400,Excitatory neuron
11401,Excitatory neuron
11402,Excitatory neuron
11403,Oligodendrocyte
11404,Excitatory neuron
11405,Excitatory neuron
11406,Excitatory neuron
11408,Oligodendrocyte
11409,Excitatory neuron
11410,Excitatory neuron
11411,Inhibitory neuron
11412,Excitatory neuron
11413,Excitatory neuron
11414,Excitatory neuron
11415,Excitatory neuron
11416,Excitatory neuron
11418,Excitatory neuron
11419,Excitatory neuron
11420,Astrocyte
11421,Excitatory neuron
11423,Inhibitory neuron
11424,Excitatory neuron
11425,Astrocyte
11426,Astrocyte
11427,Excitatory neuron
11428,Excitatory neuron
11429,Excitatory neuron
11430,Excitatory neuron
11431,Excitatory neuron
11433,Excitatory neuron
11434,Excitatory neuron
11435,Excitatory neuron
11436,Inhibitory neuron
11437,Excitatory neuron
11438,Excitatory neuron
11439,Astrocyte
11441,Excitatory neuron
11442,Inhibitory neuron
11444,Excitatory neuron
11446,Excitatory neuron
11448,Excitatory neuron
11449,Astrocyte
11450,Excitatory neuron
11451,Excitatory neuron
11453,Excitatory neuron
11455,Excitatory neuron
11456,Excitatory neuron
11457,Excitatory neuron
11458,Excitatory neuron
11459,Excitatory neuron
11460,Inhibitory neuron
11461,Excitatory neuron
11462,Oligodendrocyte
11463,Excitatory neuron
11464,Excitatory neuron
11465,Excitatory neuron
11466,Excitatory neuron
11467,Oligodendrocyte
11468,Inhibitory neuron
11469,Excitatory neuron
11470,Excitatory neuron
11471,Excitatory neuron
11472,Excitatory neuron
11473,Inhibitory neuron
11474,Excitatory neuron
11475,Excitatory neuron
11476,Excitatory neuron
11477,Inhibitory neuron
11478,Astrocyte
11479,Excitatory neuron
11480,Excitatory neuron
11481,Inhibitory neuron
11482,Inhibitory neuron
11483,Oligodendrocyte
11484,Endothelial
11485,Excitatory neuron
11486,Excitatory neuron
11487,Excitatory neuron
11488,Astrocyte
11489,Astrocyte
11490,Excitatory neuron
11491,Excitatory neuron
11492,Endothelial
11493,Excitatory neuron
11494,Excitatory neuron
11495,Excitatory neuron
11496,Excitatory neuron
11497,Excitatory neuron
11498,Excitatory neuron
11499,Inhibitory neuron
11500,Excitatory neuron
11501,Excitatory neuron
11502,Inhibitory neuron
11503,Excitatory neuron
11504,Excitatory neuron
11505,Excitatory neuron
11506,Excitatory neuron
11507,Excitatory neuron
11508,Excitatory neuron
11509,Excitatory neuron
11510,Excitatory neuron
11511,Excitatory neuron
11512,Excitatory neuron
11513,Excitatory neuron
11514,Excitatory neuron
11515,Oligodendrocyte
11516,Excitatory neuron
11517,Excitatory neuron
11519,Astrocyte
11520,Excitatory neuron
11521,Excitatory neuron
11522,Inhibitory neuron
11523,Excitatory neuron
11525,Excitatory neuron
11526,Excitatory neuron
11527,Inhibitory neuron
11529,Excitatory neuron
11530,Excitatory neuron
11531,Excitatory neuron
11532,Excitatory neuron
11533,Excitatory neuron
11534,Oligodendrocyte
11535,Excitatory neuron
11536,Excitatory neuron
11537,Oligodendrocyte
11538,Excitatory neuron
11539,Astrocyte
11540,Astrocyte
11541,Excitatory neuron
11542,Oligodendrocyte
11543,Excitatory neuron
11544,Excitatory neuron
11545,Excitatory neuron
11546,Excitatory neuron
11547,Oligodendrocyte
11548,Excitatory neuron
11549,Astrocyte
11550,Astrocyte
11552,Inhibitory neuron
11553,Excitatory neuron
11554,Excitatory neuron
11555,Excitatory neuron
11556,Excitatory neuron
11557,Excitatory neuron
11558,Excitatory neuron
11559,Excitatory neuron
11560,Excitatory neuron
11561,Excitatory neuron
11562,Astrocyte
11563,Astrocyte
11564,Excitatory neuron
11565,Excitatory neuron
11566,Astrocyte
11567,Endothelial
11568,Excitatory neuron
11569,Excitatory neuron
11570,Excitatory neuron
11571,Excitatory neuron
11573,Excitatory neuron
11574,Inhibitory neuron
11575,Excitatory neuron
11576,Excitatory neuron
11577,Excitatory neuron
11579,Excitatory neuron
11580,Inhibitory neuron
11582,Excitatory neuron
11583,Excitatory neuron
11584,Excitatory neuron
11585,Excitatory neuron
11586,Excitatory neuron
11587,Astrocyte
11588,Excitatory neuron
11589,Excitatory neuron
11590,Excitatory neuron
11591,Excitatory neuron
11592,Excitatory neuron
11593,Excitatory neuron
11594,Endothelial
11595,Inhibitory neuron
11596,Excitatory neuron
11598,Excitatory neuron
11599,Oligodendrocyte
11600,Excitatory neuron
11601,Inhibitory neuron
11602,Excitatory neuron
11603,Inhibitory neuron
11604,Excitatory neuron
11605,Excitatory neuron
11606,Excitatory neuron
11607,Excitatory neuron
11608,Excitatory neuron
11609,Excitatory neuron
11610,Endothelial
11611,Excitatory neuron
11612,Excitatory neuron
11613,Excitatory neuron
11614,Excitatory neuron
11615,Oligodendrocyte
11616,Inhibitory neuron
11617,Excitatory neuron
11618,Inhibitory neuron
11619,Astrocyte
11620,Inhibitory neuron
11621,Oligodendrocyte
11622,Excitatory neuron
11623,Excitatory neuron
11624,Excitatory neuron
11625,Excitatory neuron
11626,Excitatory neuron
11627,Excitatory neuron
11628,Excitatory neuron
11629,Excitatory neuron
11630,Astrocyte
11631,Excitatory neuron
11632,Excitatory neuron
11633,Excitatory neuron
11634,Excitatory neuron
11635,Astrocyte
11636,Excitatory neuron
11637,Excitatory neuron
11638,Excitatory neuron
11639,Endothelial
11641,Excitatory neuron
11642,Excitatory neuron
11643,Excitatory neuron
11644,Excitatory neuron
11645,Excitatory neuron
11646,Excitatory neuron
11647,Excitatory neuron
11648,Excitatory neuron
11649,Excitatory neuron
11650,Excitatory neuron
11651,Excitatory neuron
11652,Excitatory neuron
11653,Excitatory neuron
11654,Excitatory neuron
11655,Excitatory neuron
11656,Inhibitory neuron
11657,Astrocyte
11658,Excitatory neuron
11659,Excitatory neuron
11660,Excitatory neuron
11661,Excitatory neuron
11662,Excitatory neuron
11663,Excitatory neuron
11664,Astrocyte
11665,Excitatory neuron
11666,Excitatory neuron
11667,Excitatory neuron
11668,Excitatory neuron
11669,Excitatory neuron
11670,Excitatory neuron
11671,Excitatory neuron
11672,Excitatory neuron
11673,Excitatory neuron
11674,Oligodendrocyte
11675,Excitatory neuron
11676,Excitatory neuron
11677,Oligodendrocyte
11678,Excitatory neuron
11679,Endothelial
11680,Oligodendrocyte
11681,Excitatory neuron
11682,Endothelial
11683,Astrocyte
11684,Excitatory neuron
11685,Excitatory neuron
11686,Inhibitory neuron
11687,Excitatory neuron
11688,Excitatory neuron
11689,Excitatory neuron
11690,Excitatory neuron
11691,Excitatory neuron
11692,Excitatory neuron
11693,Inhibitory neuron
11694,Excitatory neuron
11695,Inhibitory neuron
11696,Excitatory neuron
11697,Oligodendrocyte
11698,Inhibitory neuron
11699,Astrocyte
11700,Excitatory neuron
11701,Excitatory neuron
11702,Excitatory neuron
11703,Excitatory neuron
11704,Inhibitory neuron
11705,Excitatory neuron
11706,Inhibitory neuron
11707,Excitatory neuron
11708,Excitatory neuron
11709,Excitatory neuron
11710,Excitatory neuron
11711,Inhibitory neuron
11712,Excitatory neuron
11713,Excitatory neuron
11714,Inhibitory neuron
11715,Inhibitory neuron
11716,Oligodendrocyte
11717,Excitatory neuron
11718,Inhibitory neuron
11719,Excitatory neuron
11721,Excitatory neuron
11722,Astrocyte
11723,Excitatory neuron
11724,Oligodendrocyte
11725,Excitatory neuron
11726,Astrocyte
11727,Astrocyte
11728,Excitatory neuron
11730,Excitatory neuron
11731,Excitatory neuron
11732,Astrocyte
11733,Excitatory neuron
11734,Excitatory neuron
11735,Excitatory neuron
11736,Excitatory neuron
11737,Excitatory neuron
11738,Excitatory neuron
11739,Excitatory neuron
11740,Inhibitory neuron
11741,Excitatory neuron
11742,Inhibitory neuron
11743,Inhibitory neuron
11744,Excitatory neuron
11745,Astrocyte
11746,Inhibitory neuron
11747,Excitatory neuron
11748,Inhibitory neuron
11749,Inhibitory neuron
11750,Excitatory neuron
11751,Excitatory neuron
11752,Excitatory neuron
11753,Excitatory neuron
11754,Oligodendrocyte
11755,Inhibitory neuron
11756,Oligodendrocyte
11757,Excitatory neuron
11758,Excitatory neuron
11759,Inhibitory neuron
11760,Excitatory neuron
11761,Inhibitory neuron
11762,Astrocyte
11763,Excitatory neuron
11764,Excitatory neuron
11765,Oligodendrocyte
11766,Excitatory neuron
11767,Excitatory neuron
11768,Excitatory neuron
11769,Astrocyte
11770,Excitatory neuron
11771,Excitatory neuron
11772,Excitatory neuron
11773,Excitatory neuron
11774,Excitatory neuron
11775,Inhibitory neuron
11776,Excitatory neuron
11777,Excitatory neuron
11778,Excitatory neuron
11779,Excitatory neuron
11780,Excitatory neuron
11781,Oligodendrocyte
11782,Excitatory neuron
11783,Excitatory neuron
11784,Excitatory neuron
11785,Astrocyte
11786,Excitatory neuron
11787,Excitatory neuron
11788,Excitatory neuron
11789,Excitatory neuron
11790,Excitatory neuron
11791,Excitatory neuron
11792,Excitatory neuron
11793,Excitatory neuron
11794,Inhibitory neuron
11795,Inhibitory neuron
11796,Astrocyte
11797,Excitatory neuron
11798,Excitatory neuron
11799,Excitatory neuron
11800,Excitatory neuron
11801,Astrocyte
11802,Excitatory neuron
11803,Excitatory neuron
11805,Excitatory neuron
11806,Inhibitory neuron
11807,Astrocyte
11808,Excitatory neuron
11809,Astrocyte
11810,Excitatory neuron
11811,Excitatory neuron
11812,Inhibitory neuron
11813,Astrocyte
11814,Inhibitory neuron
11815,Excitatory neuron
11816,Excitatory neuron
11818,Excitatory neuron
11819,Excitatory neuron
11820,Excitatory neuron
11821,Endothelial
11822,Excitatory neuron
11823,Excitatory neuron
11824,Excitatory neuron
11825,Excitatory neuron
11826,Excitatory neuron
11827,Excitatory neuron
11828,Inhibitory neuron
11829,Excitatory neuron
11830,Excitatory neuron
11831,Excitatory neuron
11832,Excitatory neuron
11833,Excitatory neuron
11834,Inhibitory neuron
11835,Excitatory neuron
11836,Excitatory neuron
11837,Excitatory neuron
11838,Excitatory neuron
11839,Excitatory neuron
11840,Excitatory neuron
11841,Inhibitory neuron
11842,Excitatory neuron
11843,Excitatory neuron
11844,Excitatory neuron
11845,Excitatory neuron
11846,Astrocyte
11847,Excitatory neuron
11848,Excitatory neuron
11849,Excitatory neuron
11850,Excitatory neuron
11851,Excitatory neuron
11852,Excitatory neuron
11853,Astrocyte
11854,Inhibitory neuron
11855,Excitatory neuron
11856,Inhibitory neuron
11857,Excitatory neuron
11858,Excitatory neuron
11859,Excitatory neuron
11860,Inhibitory neuron
11861,Excitatory neuron
11862,Excitatory neuron
11863,Endothelial
11864,Excitatory neuron
11865,Excitatory neuron
11866,Excitatory neuron
11867,Excitatory neuron
11868,Excitatory neuron
11869,Excitatory neuron
11870,Excitatory neuron
11871,Excitatory neuron
11872,Excitatory neuron
11873,Endothelial
11874,Excitatory neuron
11875,Excitatory neuron
11876,Oligodendrocyte
11878,Excitatory neuron
11879,Excitatory neuron
11880,Excitatory neuron
11881,Excitatory neuron
11882,Excitatory neuron
11883,Inhibitory neuron
11884,Excitatory neuron
11885,Excitatory neuron
11887,Inhibitory neuron
11888,Excitatory neuron
11889,Excitatory neuron
11890,Excitatory neuron
11891,Inhibitory neuron
11892,Inhibitory neuron
11893,Excitatory neuron
11894,Excitatory neuron
11895,Astrocyte
11896,Excitatory neuron
11897,Excitatory neuron
11898,Excitatory neuron
11899,Excitatory neuron
11900,Excitatory neuron
11901,Excitatory neuron
11902,Excitatory neuron
11903,Inhibitory neuron
11905,Excitatory neuron
11906,Excitatory neuron
11907,Excitatory neuron
11908,Inhibitory neuron
11909,Excitatory neuron
11910,Excitatory neuron
11911,Astrocyte
11912,Excitatory neuron
11913,Excitatory neuron
11914,Astrocyte
11915,Inhibitory neuron
11916,Astrocyte
11917,Inhibitory neuron
11918,Inhibitory neuron
11919,Excitatory neuron
11920,Inhibitory neuron
11921,Excitatory neuron
11922,Excitatory neuron
11923,Excitatory neuron
11924,Excitatory neuron
11925,Excitatory neuron
11926,Oligodendrocyte
11927,Excitatory neuron
11928,Inhibitory neuron
11929,Excitatory neuron
11930,Excitatory neuron
11931,Excitatory neuron
11932,Excitatory neuron
11933,Astrocyte
11934,Inhibitory neuron
11935,Excitatory neuron
11937,Inhibitory neuron
11938,Excitatory neuron
11939,Inhibitory neuron
11940,Excitatory neuron
11941,Excitatory neuron
11942,Excitatory neuron
11943,Excitatory neuron
11944,Excitatory neuron
11945,Endothelial
11946,Astrocyte
11947,Inhibitory neuron
11948,Excitatory neuron
11949,Excitatory neuron
11950,Astrocyte
11951,Excitatory neuron
11952,Astrocyte
11953,Excitatory neuron
11954,Excitatory neuron
11956,Inhibitory neuron
11957,Excitatory neuron
11958,Excitatory neuron
11959,Excitatory neuron
11960,Excitatory neuron
11961,Excitatory neuron
11962,Excitatory neuron
11964,Excitatory neuron
11965,Excitatory neuron
11966,Excitatory neuron
11967,Excitatory neuron
11969,Astrocyte
11970,Excitatory neuron
11971,Excitatory neuron
11972,Excitatory neuron
11973,Astrocyte
11974,Excitatory neuron
11975,Excitatory neuron
11976,Oligodendrocyte
11977,Excitatory neuron
11978,Excitatory neuron
11979,Excitatory neuron
11980,Excitatory neuron
11981,Excitatory neuron
11982,Inhibitory neuron
11983,Excitatory neuron
11984,Excitatory neuron
11985,Excitatory neuron
11986,Astrocyte
11987,Excitatory neuron
11988,Excitatory neuron
11989,Astrocyte
11990,Excitatory neuron
11991,Excitatory neuron
11992,Excitatory neuron
11993,Excitatory neuron
11994,Excitatory neuron
11995,Excitatory neuron
11996,Excitatory neuron
11997,Astrocyte
11998,Astrocyte
11999,Astrocyte
12000,Excitatory neuron
12001,Astrocyte
12002,Excitatory neuron
12003,Oligodendrocyte
12004,Excitatory neuron
12005,Excitatory neuron
12006,Excitatory neuron
12007,Excitatory neuron
12008,Astrocyte
12009,Endothelial
12010,Astrocyte
12011,Excitatory neuron
12012,Inhibitory neuron
12013,Oligodendrocyte
12014,Oligodendrocyte
12015,Excitatory neuron
12016,Excitatory neuron
12017,Excitatory neuron
12018,Excitatory neuron
12019,Excitatory neuron
12020,Excitatory neuron
12021,Astrocyte
12022,Astrocyte
12023,Excitatory neuron
12024,Excitatory neuron
12025,Excitatory neuron
12026,Astrocyte
12027,Excitatory neuron
12028,Excitatory neuron
12029,Excitatory neuron
12030,Excitatory neuron
12031,Excitatory neuron
12032,Excitatory neuron
12034,Oligodendrocyte
12035,Excitatory neuron
12036,Excitatory neuron
12037,Oligodendrocyte
12038,Excitatory neuron
12039,Excitatory neuron
12040,Excitatory neuron
12041,Excitatory neuron
12042,Excitatory neuron
12043,Excitatory neuron
12044,Excitatory neuron
12045,Inhibitory neuron
12046,Excitatory neuron
12047,Excitatory neuron
12048,Excitatory neuron
12049,Excitatory neuron
12050,Inhibitory neuron
12051,Excitatory neuron
12052,Oligodendrocyte
12053,Excitatory neuron
12054,Excitatory neuron
12056,Excitatory neuron
12057,Excitatory neuron
12059,Excitatory neuron
12060,Excitatory neuron
12061,Oligodendrocyte
12062,Excitatory neuron
12063,Excitatory neuron
12064,Excitatory neuron
12065,Excitatory neuron
12066,Oligodendrocyte
12067,Excitatory neuron
12068,Excitatory neuron
12069,Excitatory neuron
12070,Excitatory neuron
12071,Excitatory neuron
12072,Inhibitory neuron
12073,Excitatory neuron
12074,Excitatory neuron
12075,Endothelial
12076,Excitatory neuron
12077,Excitatory neuron
12078,Excitatory neuron
12079,Excitatory neuron
12080,Inhibitory neuron
12081,Excitatory neuron
12082,Excitatory neuron
12083,Excitatory neuron
12084,Excitatory neuron
12085,Excitatory neuron
12086,Astrocyte
12087,Excitatory neuron
12088,Oligodendrocyte
12089,Excitatory neuron
12090,Excitatory neuron
12091,Excitatory neuron
12092,Astrocyte
12093,Excitatory neuron
12094,Oligodendrocyte
12095,Excitatory neuron
12096,Astrocyte
12097,Excitatory neuron
12098,Excitatory neuron
12099,Excitatory neuron
12100,Excitatory neuron
12101,Astrocyte
12102,Excitatory neuron
12103,Excitatory neuron
12104,Excitatory neuron
12105,Excitatory neuron
12106,Excitatory neuron
12107,Excitatory neuron
12108,Excitatory neuron
12109,Excitatory neuron
12110,Excitatory neuron
12111,Excitatory neuron
12112,Excitatory neuron
12113,Excitatory neuron
12114,Excitatory neuron
12115,Astrocyte
12116,Astrocyte
12117,Excitatory neuron
12118,Excitatory neuron
12119,Excitatory neuron
12120,Excitatory neuron
12121,Oligodendrocyte
12122,Astrocyte
12123,Endothelial
12124,Excitatory neuron
12125,Inhibitory neuron
12126,Inhibitory neuron
12127,Excitatory neuron
12128,Astrocyte
12129,Excitatory neuron
12130,Excitatory neuron
12131,Excitatory neuron
12132,Excitatory neuron
12133,Astrocyte
12134,Inhibitory neuron
12135,Excitatory neuron
12136,Excitatory neuron
12137,Excitatory neuron
12138,Inhibitory neuron
12139,Excitatory neuron
12140,Inhibitory neuron
12141,Astrocyte
12142,Excitatory neuron
12143,Astrocyte
12144,Astrocyte
12145,Oligodendrocyte
12146,Excitatory neuron
12147,Excitatory neuron
12148,Excitatory neuron
12149,Inhibitory neuron
12150,Excitatory neuron
12151,Excitatory neuron
12152,Excitatory neuron
12153,Excitatory neuron
12154,Excitatory neuron
12155,Endothelial
12156,Astrocyte
12157,Excitatory neuron
12158,Endothelial
12159,Excitatory neuron
12162,Astrocyte
12163,Excitatory neuron
12164,Excitatory neuron
12165,Inhibitory neuron
12167,Astrocyte
12168,Excitatory neuron
12169,Excitatory neuron
12170,Excitatory neuron
12171,Excitatory neuron
12172,Excitatory neuron
12173,Excitatory neuron
12174,Astrocyte
12175,Excitatory neuron
12176,Astrocyte
12177,Excitatory neuron
12179,Excitatory neuron
12180,Excitatory neuron
12181,Excitatory neuron
12182,Excitatory neuron
12183,Excitatory neuron
12184,Excitatory neuron
12185,Excitatory neuron
12186,Excitatory neuron
12187,Inhibitory neuron
12189,Excitatory neuron
12190,Excitatory neuron
12191,Inhibitory neuron
12192,Inhibitory neuron
12193,Excitatory neuron
12194,Excitatory neuron
12195,Inhibitory neuron
12196,Excitatory neuron
12197,Excitatory neuron
12198,Inhibitory neuron
12199,Excitatory neuron
12200,Excitatory neuron
12201,Excitatory neuron
12202,Excitatory neuron
12203,Excitatory neuron
12204,Excitatory neuron
12205,Excitatory neuron
12206,Excitatory neuron
12208,Excitatory neuron
12209,Excitatory neuron
12210,Excitatory neuron
12211,Endothelial
12212,Excitatory neuron
12213,Excitatory neuron
12214,Endothelial
12215,Excitatory neuron
12216,Excitatory neuron
12217,Excitatory neuron
12218,Excitatory neuron
12219,Excitatory neuron
12220,Excitatory neuron
12221,Excitatory neuron
12222,Astrocyte
12223,Excitatory neuron
12224,Excitatory neuron
12225,Excitatory neuron
12226,Excitatory neuron
12227,Excitatory neuron
12229,Excitatory neuron
12230,Astrocyte
12231,Excitatory neuron
12232,Excitatory neuron
12233,Inhibitory neuron
12234,Excitatory neuron
12235,Astrocyte
12236,Excitatory neuron
12237,Excitatory neuron
12238,Inhibitory neuron
12239,Inhibitory neuron
12240,Excitatory neuron
12241,Astrocyte
12243,Excitatory neuron
12245,Excitatory neuron
12246,Excitatory neuron
12247,Excitatory neuron
12248,Astrocyte
12249,Inhibitory neuron
12250,Excitatory neuron
12251,Astrocyte
12252,Excitatory neuron
12253,Astrocyte
12254,Excitatory neuron
12255,Excitatory neuron
12256,Excitatory neuron
12257,Excitatory neuron
12258,Excitatory neuron
12259,Excitatory neuron
12260,Excitatory neuron
12262,Excitatory neuron
12263,Inhibitory neuron
12264,Astrocyte
12265,Excitatory neuron
12266,Excitatory neuron
12267,Excitatory neuron
12268,Astrocyte
12269,Inhibitory neuron
12270,Excitatory neuron
12271,Excitatory neuron
12272,Inhibitory neuron
12273,Excitatory neuron
12274,Excitatory neuron
12275,Excitatory neuron
12276,Excitatory neuron
12277,Inhibitory neuron
12278,Excitatory neuron
12279,Excitatory neuron
12280,Inhibitory neuron
12281,Excitatory neuron
12282,Inhibitory neuron
12283,Excitatory neuron
12284,Excitatory neuron
12285,Inhibitory neuron
12286,Excitatory neuron
12287,Excitatory neuron
12288,Excitatory neuron
12289,Oligodendrocyte
12290,Excitatory neuron
12291,Excitatory neuron
12292,Excitatory neuron
12293,Excitatory neuron
12294,Oligodendrocyte
12295,Inhibitory neuron
12296,Excitatory neuron
12297,Inhibitory neuron
12298,Inhibitory neuron
12299,Astrocyte
12300,Excitatory neuron
12301,Excitatory neuron
12302,Excitatory neuron
12303,Excitatory neuron
12304,Excitatory neuron
12305,Excitatory neuron
12306,Excitatory neuron
12307,Inhibitory neuron
12308,Astrocyte
12309,Astrocyte
12310,Endothelial
12311,Excitatory neuron
12312,Excitatory neuron
12314,Astrocyte
12315,Oligodendrocyte
12316,Astrocyte
12317,Excitatory neuron
