,paul15_clusters,paul15_label,celltype,SC3,CIDR,Seurat,tsne,SIMLR,SAFE,SAME,ctec_db_labels,ctec_ob_labels
1255,14Mo,Mo,Mo,3,3,1,2,6,2,7,1,5
1256,13Baso,Baso,Baso,3,3,1,2,6,2,7,1,5
1257,5Ery,Ery,Ery,2,10,2,1,1,1,5,0,1
1258,10GMP,GMP,GMP,8,1,6,3,2,3,4,2,1
1259,7MEP,MEP,MEP,6,5,2,3,2,3,3,2,1
1260,2Ery,Ery,Ery,1,8,3,1,1,1,5,0,0
1261,2Ery,Ery,Ery,1,3,3,1,1,1,5,0,0
1262,2Ery,Ery,Ery,1,3,3,1,1,1,5,0,0
1263,14Mo,Mo,Mo,4,3,4,2,5,2,1,1,5
1264,7MEP,MEP,MEP,6,3,2,3,2,3,3,2,1
1265,8Mk,Mk,Mk,6,4,7,3,2,3,4,2,1
1266,14Mo,Mo,Mo,3,3,1,2,6,2,7,1,5
1267,2Ery,Ery,Ery,1,10,3,1,1,1,5,0,0
1268,2Ery,Ery,Ery,1,10,3,1,1,1,5,0,0
1269,14Mo,Mo,Mo,7,11,4,2,6,2,7,1,5
1270,13Baso,Baso,Baso,8,4,4,2,6,2,7,1,5
1271,7MEP,MEP,MEP,6,1,2,3,2,3,3,2,1
1272,4Ery,Ery,Ery,1,5,5,1,7,1,6,0,0
1273,13Baso,Baso,Baso,3,4,1,2,6,2,7,1,5
1274,13Baso,Baso,Baso,3,11,1,2,6,2,7,1,5
1275,5Ery,Ery,Ery,2,3,2,1,1,1,5,0,1
1276,2Ery,Ery,Ery,1,8,3,1,1,1,5,0,0
1277,18Eos,Eos,Eos,6,1,6,3,2,3,4,2,1
1278,15Mo,Mo,Mo,4,9,4,2,5,2,1,1,5
1279,5Ery,Ery,Ery,2,1,5,1,7,1,6,0,0
1280,7MEP,MEP,MEP,6,1,2,3,2,3,3,2,1
1281,2Ery,Ery,Ery,1,10,3,1,1,1,5,0,0
1282,13Baso,Baso,Baso,3,4,1,2,6,2,7,1,5
1283,14Mo,Mo,Mo,3,11,1,2,6,2,7,1,5
1284,6Ery,Ery,Ery,2,5,2,3,1,1,3,0,1
1285,5Ery,Ery,Ery,2,5,3,1,1,1,5,0,0
1286,4Ery,Ery,Ery,2,5,5,1,7,1,6,0,0
1287,13Baso,Baso,Baso,3,7,1,2,6,2,7,1,5
1288,7MEP,MEP,MEP,6,7,2,3,2,3,3,2,1
1289,5Ery,Ery,Ery,2,5,2,3,1,1,3,0,1
1290,5Ery,Ery,Ery,1,5,3,1,1,1,5,0,0
1291,10GMP,GMP,GMP,8,7,6,3,2,3,4,2,1
1292,16Neu,Neu,Neu,4,9,4,2,5,2,1,1,5
1293,2Ery,Ery,Ery,1,8,5,1,7,1,6,0,0
1294,14Mo,Mo,Mo,4,9,4,2,5,2,1,1,5
1295,3Ery,Ery,Ery,1,1,5,1,7,1,6,0,0
1296,2Ery,Ery,Ery,1,5,3,1,7,1,5,0,0
1297,10GMP,GMP,GMP,8,11,6,2,6,2,7,1,1
1298,16Neu,Neu,Neu,4,2,4,2,5,2,1,1,5
1299,8Mk,Mk,Mk,6,1,7,3,2,3,4,2,1
1300,6Ery,Ery,Ery,2,1,2,1,1,1,5,0,1
1301,15Mo,Mo,Mo,5,9,4,2,5,2,1,1,5
1302,5Ery,Ery,Ery,2,5,5,1,1,1,6,0,0
1303,10GMP,GMP,GMP,8,3,6,3,6,3,4,1,1
1304,7MEP,MEP,MEP,6,3,2,3,2,3,3,2,1
1305,14Mo,Mo,Mo,3,11,1,2,6,2,7,1,5
1306,19Lymph,Lymph,Lymph,6,4,8,3,8,3,2,2,1
1307,2Ery,Ery,Ery,1,3,5,1,7,1,6,0,0
1308,15Mo,Mo,Mo,4,9,4,2,5,2,1,1,5
1309,3Ery,Ery,Ery,1,8,5,1,1,1,6,0,0
1310,6Ery,Ery,Ery,2,3,2,1,1,1,5,0,1
1311,1Ery,Ery,Ery,1,8,3,1,1,1,5,0,0
1312,2Ery,Ery,Ery,1,8,5,1,7,1,6,0,0
1313,3Ery,Ery,Ery,1,8,5,1,7,1,6,0,0
1314,4Ery,Ery,Ery,1,5,5,1,7,1,6,0,0
1315,6Ery,Ery,Ery,2,5,2,1,1,1,5,0,1
1316,13Baso,Baso,Baso,3,4,1,2,6,2,7,1,5
1317,3Ery,Ery,Ery,2,1,5,1,7,1,6,0,0
1318,5Ery,Ery,Ery,2,1,2,1,7,1,5,0,0
1319,14Mo,Mo,Mo,7,11,6,3,2,3,4,2,1
1320,13Baso,Baso,Baso,5,3,4,2,6,2,7,1,5
1321,13Baso,Baso,Baso,7,11,1,2,6,2,7,1,5
1322,3Ery,Ery,Ery,1,8,5,1,7,1,6,0,0
1323,4Ery,Ery,Ery,2,5,5,1,7,1,6,0,0
1324,7MEP,MEP,MEP,6,6,2,3,2,3,3,2,1
1325,10GMP,GMP,GMP,8,11,6,3,2,3,4,2,1
1326,11DC,DC,DC,6,1,9,3,3,3,2,2,2
1327,3Ery,Ery,Ery,1,8,5,1,7,1,6,0,0
1328,13Baso,Baso,Baso,8,11,4,2,6,2,7,1,5
1329,2Ery,Ery,Ery,1,8,3,1,1,1,5,0,0
1330,13Baso,Baso,Baso,3,7,1,2,6,2,7,1,5
1331,2Ery,Ery,Ery,1,8,5,1,7,1,6,0,0
1332,4Ery,Ery,Ery,2,5,5,1,7,1,6,0,0
1333,10GMP,GMP,GMP,8,4,6,3,6,3,4,1,1
1334,16Neu,Neu,Neu,4,9,4,2,5,2,1,1,5
1335,14Mo,Mo,Mo,4,2,6,3,5,2,4,1,1
1336,16Neu,Neu,Neu,4,9,4,2,5,2,1,1,5
1337,10GMP,GMP,GMP,8,7,6,3,2,3,4,2,1
1338,2Ery,Ery,Ery,2,8,3,1,1,1,5,0,0
1339,2Ery,Ery,Ery,1,10,3,1,1,1,5,0,0
1340,6Ery,Ery,Ery,2,3,2,3,2,3,3,2,1
1341,3Ery,Ery,Ery,1,8,5,1,7,1,6,0,0
1342,14Mo,Mo,Mo,3,9,1,2,6,2,7,1,5
1343,14Mo,Mo,Mo,7,4,1,2,6,2,7,1,5
1344,15Mo,Mo,Mo,4,9,4,2,5,2,1,1,5
1345,10GMP,GMP,GMP,8,4,6,2,6,3,7,1,1
1346,13Baso,Baso,Baso,3,11,1,2,6,2,7,1,5
1347,3Ery,Ery,Ery,2,3,5,1,7,1,6,0,0
1348,7MEP,MEP,MEP,6,1,2,3,2,3,3,2,1
1349,13Baso,Baso,Baso,3,3,1,2,6,2,7,1,5
1350,2Ery,Ery,Ery,1,10,3,1,1,1,5,0,0
1351,14Mo,Mo,Mo,8,3,1,2,6,2,7,1,5
1352,14Mo,Mo,Mo,3,11,1,2,6,2,7,1,5
1353,15Mo,Mo,Mo,3,9,1,2,6,2,7,1,5
1354,4Ery,Ery,Ery,1,5,3,1,7,1,5,0,0
1355,15Mo,Mo,Mo,4,9,4,2,5,2,1,1,5
1356,14Mo,Mo,Mo,3,3,1,2,6,2,7,1,5
1357,10GMP,GMP,GMP,8,6,6,3,2,3,4,2,1
1358,13Baso,Baso,Baso,8,6,1,2,6,2,7,1,5
1359,16Neu,Neu,Neu,4,9,4,2,5,2,1,1,5
1360,8Mk,Mk,Mk,6,3,7,3,2,3,4,2,1
1361,13Baso,Baso,Baso,3,3,1,2,6,2,7,1,5
1362,5Ery,Ery,Ery,2,5,5,1,1,1,6,0,0
1363,6Ery,Ery,Ery,2,1,2,3,1,1,3,0,1
1364,14Mo,Mo,Mo,3,9,1,2,6,2,7,1,5
1365,2Ery,Ery,Ery,1,3,3,1,1,1,5,0,0
1366,6Ery,Ery,Ery,2,3,2,1,1,1,5,0,1
1367,3Ery,Ery,Ery,2,3,5,1,7,1,6,0,0
1368,14Mo,Mo,Mo,7,2,6,3,5,2,4,1,5
1369,7MEP,MEP,MEP,2,3,2,1,2,1,3,2,1
1370,7MEP,MEP,MEP,6,7,2,3,2,3,3,2,1
1371,14Mo,Mo,Mo,3,2,1,2,6,2,7,1,5
1372,5Ery,Ery,Ery,2,5,2,3,1,1,3,0,1
1373,13Baso,Baso,Baso,3,11,1,2,6,2,7,1,5
1374,2Ery,Ery,Ery,1,8,3,1,1,1,5,0,0
1375,16Neu,Neu,Neu,4,9,4,2,5,2,1,1,5
1376,12Baso,Baso,Baso,6,1,2,3,2,3,3,2,1
1377,14Mo,Mo,Mo,5,2,4,2,5,2,1,1,5
1378,8Mk,Mk,Mk,6,7,7,3,2,3,4,2,1
1379,4Ery,Ery,Ery,2,10,3,1,7,1,5,0,0
1380,3Ery,Ery,Ery,2,3,5,1,7,1,6,0,0
1381,2Ery,Ery,Ery,1,10,5,1,7,1,6,0,0
1382,14Mo,Mo,Mo,3,2,1,2,6,2,7,1,5
1383,7MEP,MEP,MEP,6,1,2,3,2,3,3,2,1
1384,19Lymph,Lymph,Lymph,6,3,8,3,8,3,2,2,1
1385,7MEP,MEP,MEP,6,3,7,3,2,3,4,2,1
1386,10GMP,GMP,GMP,6,11,6,3,2,3,4,2,1
1387,13Baso,Baso,Baso,3,11,1,2,6,2,7,1,5
1388,2Ery,Ery,Ery,1,8,3,1,1,1,5,0,0
1389,2Ery,Ery,Ery,1,8,3,1,1,1,5,0,0
1390,3Ery,Ery,Ery,1,8,5,1,1,1,6,0,0
1391,3Ery,Ery,Ery,1,8,5,1,7,1,6,0,0
1392,6Ery,Ery,Ery,6,10,2,3,2,3,3,2,1
1393,7MEP,MEP,MEP,6,6,2,3,2,3,3,2,1
1394,8Mk,Mk,Mk,6,1,6,3,2,3,4,2,1
1395,2Ery,Ery,Ery,2,5,2,3,2,1,3,2,1
1396,1Ery,Ery,Ery,1,8,5,1,1,1,6,0,0
1397,9GMP,GMP,GMP,8,6,6,3,2,3,4,2,1
1398,13Baso,Baso,Baso,3,4,1,2,6,2,7,1,5
1399,15Mo,Mo,Mo,3,2,6,2,6,2,7,1,1
1400,6Ery,Ery,Ery,6,1,2,3,2,3,3,2,1
1401,13Baso,Baso,Baso,7,11,1,2,6,2,7,1,5
1402,3Ery,Ery,Ery,1,8,5,1,7,1,6,0,0
1403,16Neu,Neu,Neu,4,2,4,2,5,2,1,1,5
1404,14Mo,Mo,Mo,3,3,1,2,6,2,7,1,5
1405,5Ery,Ery,Ery,1,8,3,1,1,1,5,0,0
1406,7MEP,MEP,MEP,6,6,2,3,2,3,3,2,1
1407,13Baso,Baso,Baso,3,4,1,2,6,2,7,1,5
1408,4Ery,Ery,Ery,2,5,5,1,7,1,6,0,0
1409,13Baso,Baso,Baso,3,3,1,2,6,2,7,1,5
1410,2Ery,Ery,Ery,1,10,5,1,7,1,6,0,0
1411,15Mo,Mo,Mo,4,2,4,2,6,2,7,1,5
1412,7MEP,MEP,MEP,6,6,6,3,2,3,4,2,1
1413,3Ery,Ery,Ery,1,8,5,1,7,1,6,0,0
1414,10GMP,GMP,GMP,8,7,6,3,2,3,4,2,1
1415,13Baso,Baso,Baso,3,3,1,2,6,2,7,1,5
1416,3Ery,Ery,Ery,2,8,5,1,7,1,6,0,0
1417,1Ery,Ery,Ery,1,8,5,1,1,1,6,0,0
1418,13Baso,Baso,Baso,8,3,6,2,6,3,7,1,5
1419,13Baso,Baso,Baso,8,11,1,2,6,2,7,1,5
1420,7MEP,MEP,MEP,6,1,2,3,2,3,3,2,1
1421,16Neu,Neu,Neu,3,2,1,2,5,2,1,1,5
1422,14Mo,Mo,Mo,3,11,1,2,6,2,7,1,5
1423,3Ery,Ery,Ery,1,1,5,1,7,1,6,0,0
1424,2Ery,Ery,Ery,1,8,5,1,1,1,6,0,0
1425,1Ery,Ery,Ery,1,8,5,1,1,1,6,0,0
1426,13Baso,Baso,Baso,3,4,1,2,6,2,7,1,5
1427,15Mo,Mo,Mo,4,9,4,2,5,2,1,1,5
1428,8Mk,Mk,Mk,6,7,7,3,2,3,4,2,1
1429,2Ery,Ery,Ery,1,8,5,1,1,1,6,0,0
1430,14Mo,Mo,Mo,3,11,1,2,6,2,7,1,5
1431,14Mo,Mo,Mo,3,2,1,2,6,2,7,1,5
1432,14Mo,Mo,Mo,3,2,1,2,6,2,7,1,5
1433,9GMP,GMP,GMP,8,3,6,3,6,3,4,1,1
1434,14Mo,Mo,Mo,3,11,1,2,6,2,7,1,5
1435,14Mo,Mo,Mo,4,11,6,2,5,2,1,1,1
1436,2Ery,Ery,Ery,1,8,3,1,1,1,5,0,0
1437,7MEP,MEP,MEP,6,3,2,3,2,3,3,2,1
1438,2Ery,Ery,Ery,1,1,5,1,1,1,6,0,0
1439,16Neu,Neu,Neu,4,2,4,2,5,2,1,1,5
1440,10GMP,GMP,GMP,8,11,1,2,6,2,7,1,5
1441,6Ery,Ery,Ery,2,5,2,3,1,1,3,0,1
1442,2Ery,Ery,Ery,1,8,5,1,7,1,6,0,0
1443,15Mo,Mo,Mo,3,9,1,2,5,2,1,1,5
1444,14Mo,Mo,Mo,5,4,4,2,5,2,1,1,4
1445,15Mo,Mo,Mo,4,9,4,2,5,2,1,1,5
1446,3Ery,Ery,Ery,2,3,5,1,7,1,6,0,0
1447,12Baso,Baso,Baso,6,11,6,3,2,3,4,2,1
1448,2Ery,Ery,Ery,1,8,5,1,7,1,6,0,0
1449,13Baso,Baso,Baso,7,3,1,2,6,2,7,1,5
1450,13Baso,Baso,Baso,3,3,1,2,6,2,7,1,5
1451,7MEP,MEP,MEP,6,7,2,3,2,3,3,2,1
1452,6Ery,Ery,Ery,2,3,2,1,7,1,5,0,0
1453,5Ery,Ery,Ery,2,10,5,1,7,1,6,0,0
1454,2Ery,Ery,Ery,1,8,3,3,2,1,3,2,1
1455,19Lymph,Lymph,Lymph,6,7,8,3,8,3,2,2,7
1456,14Mo,Mo,Mo,4,2,4,2,5,2,1,1,5
1457,12Baso,Baso,Baso,6,7,2,3,2,3,3,2,1
1458,2Ery,Ery,Ery,1,8,3,1,1,1,5,0,0
1459,16Neu,Neu,Neu,4,9,4,2,5,2,1,1,5
1460,4Ery,Ery,Ery,2,10,5,1,1,1,5,0,0
1461,6Ery,Ery,Ery,2,5,2,3,1,1,3,0,1
1462,13Baso,Baso,Baso,8,11,1,2,6,2,7,1,1
1463,4Ery,Ery,Ery,2,5,3,1,7,1,5,0,0
1464,2Ery,Ery,Ery,1,5,5,1,7,1,6,0,0
1465,4Ery,Ery,Ery,1,8,3,1,1,1,5,0,0
1466,15Mo,Mo,Mo,5,11,6,3,2,3,4,2,1
1467,1Ery,Ery,Ery,1,8,5,1,1,1,6,0,0
1468,15Mo,Mo,Mo,4,11,4,2,5,2,1,1,5
1469,13Baso,Baso,Baso,3,11,1,2,6,2,7,1,5
1470,15Mo,Mo,Mo,4,9,4,2,5,2,1,1,5
1471,3Ery,Ery,Ery,1,1,3,1,2,1,5,2,1
1472,6Ery,Ery,Ery,2,1,2,1,1,1,5,0,1
1473,12Baso,Baso,Baso,6,7,6,3,2,3,4,2,1
1474,12Baso,Baso,Baso,6,1,6,3,2,3,4,2,1
1475,13Baso,Baso,Baso,8,11,6,3,2,3,4,2,1
1476,5Ery,Ery,Ery,2,3,5,1,1,1,6,0,0
1477,16Neu,Neu,Neu,4,2,6,3,5,2,4,1,1
1478,6Ery,Ery,Ery,2,3,5,1,1,1,6,0,0
1479,13Baso,Baso,Baso,3,7,1,2,6,2,7,1,5
1480,2Ery,Ery,Ery,1,10,5,1,7,1,6,0,0
1481,14Mo,Mo,Mo,3,11,1,2,6,2,7,1,5
1482,3Ery,Ery,Ery,2,10,2,1,2,1,5,2,1
1483,14Mo,Mo,Mo,3,2,1,2,6,2,7,1,5
1484,8Mk,Mk,Mk,6,7,7,3,2,3,4,2,1
1485,2Ery,Ery,Ery,1,8,3,1,1,1,5,0,0
1486,9GMP,GMP,GMP,8,6,6,3,2,3,4,2,1
1487,4Ery,Ery,Ery,2,3,5,1,7,1,6,0,0
1488,3Ery,Ery,Ery,2,3,5,1,7,1,6,0,0
1489,3Ery,Ery,Ery,2,3,5,1,1,1,6,0,0
1490,14Mo,Mo,Mo,3,11,1,2,6,2,7,1,5
1491,2Ery,Ery,Ery,2,1,3,1,2,1,5,2,1
1492,10GMP,GMP,GMP,7,11,1,2,6,2,7,1,5
1493,16Neu,Neu,Neu,4,2,4,2,5,2,1,1,5
1494,6Ery,Ery,Ery,2,1,2,1,1,1,5,0,1
1495,14Mo,Mo,Mo,3,11,1,2,6,2,7,1,5
1496,16Neu,Neu,Neu,4,2,4,2,5,2,1,1,5
1497,5Ery,Ery,Ery,2,5,5,1,7,1,6,0,0
1498,10GMP,GMP,GMP,8,6,6,3,2,3,4,2,1
1499,16Neu,Neu,Neu,3,9,1,2,6,2,7,1,5
1500,12Baso,Baso,Baso,6,7,2,3,2,3,3,2,1
1501,11DC,DC,DC,6,11,9,3,3,3,2,2,1
1502,15Mo,Mo,Mo,4,2,4,2,5,2,1,1,5
1503,2Ery,Ery,Ery,2,8,3,1,1,1,5,0,0
1504,13Baso,Baso,Baso,3,11,1,2,6,2,7,1,5
1505,7MEP,MEP,MEP,6,6,2,3,2,3,3,2,1
1506,13Baso,Baso,Baso,3,3,1,2,6,2,7,1,5
1507,13Baso,Baso,Baso,3,11,1,2,6,2,7,1,5
1508,2Ery,Ery,Ery,1,5,3,1,1,1,5,0,0
1509,6Ery,Ery,Ery,2,1,5,1,7,1,6,0,0
1510,14Mo,Mo,Mo,3,11,1,2,6,2,7,1,5
1511,5Ery,Ery,Ery,2,10,3,1,1,1,5,0,0
1512,16Neu,Neu,Neu,4,2,4,2,5,2,1,1,5
1513,5Ery,Ery,Ery,2,5,2,1,1,1,5,0,1
1514,6Ery,Ery,Ery,2,5,2,1,1,1,5,0,1
1515,18Eos,Eos,Eos,5,7,6,3,2,3,4,2,1
1516,14Mo,Mo,Mo,3,4,1,2,6,2,7,1,5
1517,14Mo,Mo,Mo,3,3,4,2,6,2,7,1,5
1518,13Baso,Baso,Baso,3,3,1,2,6,2,7,1,5
1519,15Mo,Mo,Mo,4,9,4,2,5,2,1,1,5
1520,2Ery,Ery,Ery,2,8,2,3,2,1,3,2,1
1521,2Ery,Ery,Ery,1,1,5,1,7,1,6,0,0
1522,13Baso,Baso,Baso,8,1,1,2,6,2,7,1,5
1523,3Ery,Ery,Ery,2,1,2,3,2,3,3,2,1
1524,2Ery,Ery,Ery,1,1,3,1,1,1,5,0,0
1525,15Mo,Mo,Mo,3,9,1,2,6,2,7,1,5
1526,12Baso,Baso,Baso,6,1,6,3,2,3,4,2,1
1527,7MEP,MEP,MEP,6,1,2,3,1,3,3,0,0
1528,3Ery,Ery,Ery,6,1,2,3,2,3,3,2,1
1529,4Ery,Ery,Ery,6,10,2,3,2,3,3,2,1
1530,15Mo,Mo,Mo,4,3,4,2,5,2,1,1,5
1531,14Mo,Mo,Mo,3,3,1,2,6,2,7,1,5
1532,4Ery,Ery,Ery,2,10,5,1,1,1,5,0,0
1533,4Ery,Ery,Ery,1,10,3,1,1,1,5,0,0
1534,13Baso,Baso,Baso,3,11,1,2,6,2,7,1,5
1535,9GMP,GMP,GMP,6,6,6,3,2,3,4,2,1
1536,12Baso,Baso,Baso,6,7,6,3,2,3,4,2,1
1537,2Ery,Ery,Ery,1,5,3,1,1,1,5,0,0
1538,4Ery,Ery,Ery,2,5,2,1,1,1,5,0,1
1539,9GMP,GMP,GMP,6,7,7,3,2,3,4,2,1
1540,16Neu,Neu,Neu,4,9,4,2,5,2,1,1,5
1541,16Neu,Neu,Neu,4,2,4,3,5,2,1,1,1
1542,2Ery,Ery,Ery,1,8,3,1,1,1,5,0,0
1543,2Ery,Ery,Ery,1,8,3,1,1,1,5,0,0
1544,16Neu,Neu,Neu,4,2,4,2,5,2,1,1,5
1545,7MEP,MEP,MEP,6,7,2,3,2,3,3,2,1
1546,14Mo,Mo,Mo,7,4,6,2,6,2,7,1,1
1547,14Mo,Mo,Mo,6,3,6,3,2,3,4,2,1
1548,14Mo,Mo,Mo,5,4,6,2,6,2,7,1,5
1549,5Ery,Ery,Ery,2,1,3,1,1,1,5,0,0
1550,5Ery,Ery,Ery,2,3,5,1,1,1,6,0,0
1551,3Ery,Ery,Ery,1,8,5,1,7,1,6,0,0
1552,3Ery,Ery,Ery,1,3,5,1,7,1,6,0,0
1553,2Ery,Ery,Ery,1,8,3,1,1,1,5,0,0
1554,18Eos,Eos,Eos,4,4,6,2,6,2,7,1,5
1555,14Mo,Mo,Mo,3,11,1,2,6,2,7,1,5
1556,3Ery,Ery,Ery,1,1,5,1,7,1,6,0,0
1557,14Mo,Mo,Mo,3,3,1,2,6,2,7,1,5
1558,14Mo,Mo,Mo,4,4,4,2,5,2,1,1,4
1559,12Baso,Baso,Baso,6,11,6,3,2,3,4,2,1
1560,14Mo,Mo,Mo,3,9,1,2,6,2,7,1,5
1561,4Ery,Ery,Ery,2,5,5,1,7,1,6,0,0
1562,3Ery,Ery,Ery,1,8,5,1,7,1,6,0,0
1563,14Mo,Mo,Mo,3,4,1,2,6,2,7,1,5
1564,7MEP,MEP,MEP,6,3,2,3,2,3,3,2,1
1565,5Ery,Ery,Ery,6,5,2,3,2,3,3,2,1
1566,12Baso,Baso,Baso,8,4,6,3,2,3,4,2,1
1567,2Ery,Ery,Ery,1,3,5,1,7,1,6,0,0
1568,15Mo,Mo,Mo,3,11,1,2,5,2,1,1,5
1569,14Mo,Mo,Mo,4,2,4,2,5,2,1,1,5
1570,3Ery,Ery,Ery,1,1,5,1,7,1,6,0,0
1571,14Mo,Mo,Mo,3,2,1,2,5,2,1,1,5
1572,2Ery,Ery,Ery,1,10,3,1,1,1,5,0,0
1573,3Ery,Ery,Ery,1,8,5,1,7,1,6,0,0
1574,2Ery,Ery,Ery,1,1,3,1,1,1,5,0,0
1575,16Neu,Neu,Neu,4,2,4,2,5,2,1,1,5
1576,7MEP,MEP,MEP,6,1,2,3,2,3,3,2,1
1577,2Ery,Ery,Ery,1,5,3,1,1,1,5,0,0
1578,10GMP,GMP,GMP,8,4,6,3,6,3,4,1,1
1579,7MEP,MEP,MEP,6,6,2,3,2,3,3,2,1
1580,5Ery,Ery,Ery,2,5,2,3,2,1,3,2,1
1581,5Ery,Ery,Ery,2,5,2,3,2,1,3,2,1
1582,13Baso,Baso,Baso,8,3,6,2,6,3,7,1,1
1583,6Ery,Ery,Ery,6,3,2,3,2,3,3,2,1
1584,7MEP,MEP,MEP,6,1,2,3,2,3,3,2,1
1585,3Ery,Ery,Ery,1,3,5,1,7,1,6,0,0
1586,10GMP,GMP,GMP,6,6,2,3,2,3,3,2,1
1587,5Ery,Ery,Ery,2,5,5,1,1,1,6,0,0
1588,5Ery,Ery,Ery,2,3,5,1,1,1,6,0,0
1589,1Ery,Ery,Ery,1,8,3,1,1,1,5,0,0
1590,13Baso,Baso,Baso,3,11,1,2,6,2,7,1,5
1591,15Mo,Mo,Mo,3,9,1,2,5,2,1,1,5
1592,3Ery,Ery,Ery,2,1,2,1,1,1,5,0,1
1593,6Ery,Ery,Ery,6,1,2,3,1,3,3,0,1
1594,14Mo,Mo,Mo,3,3,4,2,6,2,7,1,5
1595,11DC,DC,DC,6,6,9,3,3,3,2,2,2
1596,3Ery,Ery,Ery,1,1,3,1,1,1,5,0,0
1597,3Ery,Ery,Ery,2,1,5,1,7,1,6,0,0
1598,3Ery,Ery,Ery,1,3,5,1,7,1,6,0,0
1599,16Neu,Neu,Neu,4,9,4,2,5,2,1,1,5
1600,3Ery,Ery,Ery,2,1,5,1,1,1,6,0,0
1601,9GMP,GMP,GMP,8,6,6,2,6,3,7,1,1
1602,14Mo,Mo,Mo,7,11,1,2,6,2,7,1,5
1603,12Baso,Baso,Baso,6,1,6,3,2,3,4,2,1
1604,9GMP,GMP,GMP,6,4,6,3,2,3,4,2,1
1605,14Mo,Mo,Mo,3,4,1,2,6,2,7,1,5
1606,14Mo,Mo,Mo,3,11,1,2,5,2,1,1,5
1607,8Mk,Mk,Mk,6,6,7,3,2,3,4,2,1
1608,5Ery,Ery,Ery,2,5,2,1,2,1,3,2,1
1609,15Mo,Mo,Mo,4,2,4,2,5,2,1,1,5
1610,15Mo,Mo,Mo,3,9,1,2,5,2,1,1,5
1611,3Ery,Ery,Ery,1,8,5,1,7,1,6,0,0
1612,16Neu,Neu,Neu,4,2,4,2,5,2,1,1,5
1613,15Mo,Mo,Mo,6,9,6,3,2,3,4,2,1
1614,4Ery,Ery,Ery,2,1,3,1,1,1,5,0,0
1615,3Ery,Ery,Ery,1,1,3,1,1,1,5,0,0
1616,8Mk,Mk,Mk,6,7,7,3,2,3,4,2,1
1617,15Mo,Mo,Mo,3,9,1,2,5,2,1,1,5
1618,14Mo,Mo,Mo,5,9,4,2,5,2,1,1,5
1619,5Ery,Ery,Ery,2,5,2,3,1,1,3,0,1
1620,3Ery,Ery,Ery,2,1,2,3,1,1,3,0,0
1621,4Ery,Ery,Ery,2,10,2,3,2,1,3,2,1
1622,2Ery,Ery,Ery,1,5,3,1,1,1,5,0,0
1623,8Mk,Mk,Mk,6,7,6,3,2,3,4,2,1
1624,7MEP,MEP,MEP,6,3,2,3,1,3,3,0,1
1625,10GMP,GMP,GMP,8,6,1,2,6,2,7,1,1
1626,15Mo,Mo,Mo,4,11,4,2,5,2,1,1,4
1627,14Mo,Mo,Mo,3,11,1,2,6,2,7,1,5
1628,13Baso,Baso,Baso,7,4,1,2,6,2,7,1,5
1629,3Ery,Ery,Ery,1,1,5,1,1,1,6,0,0
1630,7MEP,MEP,MEP,6,6,2,3,2,3,3,2,1
1631,2Ery,Ery,Ery,1,1,5,1,1,1,6,0,0
1632,13Baso,Baso,Baso,3,4,1,2,6,2,7,1,5
1633,2Ery,Ery,Ery,2,1,2,3,2,3,3,2,1
1634,10GMP,GMP,GMP,8,6,6,2,6,3,7,1,1
1635,2Ery,Ery,Ery,1,3,3,1,1,1,5,0,0
1636,2Ery,Ery,Ery,1,5,3,1,1,1,5,0,0
1637,2Ery,Ery,Ery,1,3,3,1,1,1,5,0,0
1638,12Baso,Baso,Baso,6,4,6,3,2,3,4,2,1
1639,14Mo,Mo,Mo,3,11,1,2,6,2,7,1,5
1640,1Ery,Ery,Ery,1,3,5,1,1,1,6,0,0
1641,14Mo,Mo,Mo,3,2,6,3,2,3,4,2,1
1642,14Mo,Mo,Mo,5,11,6,2,6,2,7,1,5
1643,2Ery,Ery,Ery,1,8,5,1,1,1,6,0,0
1644,14Mo,Mo,Mo,4,9,4,2,5,2,1,1,5
1645,16Neu,Neu,Neu,4,9,4,2,5,2,1,1,5
1646,14Mo,Mo,Mo,3,11,1,2,6,2,7,1,5
1647,8Mk,Mk,Mk,6,7,7,3,2,3,4,2,1
1648,16Neu,Neu,Neu,3,2,1,2,5,2,1,1,5
1649,16Neu,Neu,Neu,4,2,4,2,5,2,1,1,4
1650,2Ery,Ery,Ery,1,5,3,1,1,1,5,0,0
1651,8Mk,Mk,Mk,6,3,7,3,2,3,4,2,1
1652,5Ery,Ery,Ery,2,1,5,1,7,1,6,0,0
1653,6Ery,Ery,Ery,2,1,2,1,1,1,5,0,1
1654,19Lymph,Lymph,Lymph,6,7,8,3,8,3,2,2,1
1655,15Mo,Mo,Mo,3,11,6,2,6,2,7,1,5
1656,13Baso,Baso,Baso,6,11,6,3,2,3,4,2,1
1657,5Ery,Ery,Ery,2,5,2,1,1,1,5,0,0
1658,14Mo,Mo,Mo,5,4,4,2,6,2,7,1,5
1659,5Ery,Ery,Ery,2,3,5,1,1,1,6,0,0
1660,6Ery,Ery,Ery,2,1,2,1,1,1,5,0,1
1661,16Neu,Neu,Neu,4,2,4,2,5,2,1,1,5
1662,3Ery,Ery,Ery,1,3,5,1,7,1,6,0,0
1663,15Mo,Mo,Mo,4,9,4,2,5,2,1,1,5
