,celltype,protocol,SC3,CIDR,Seurat,tsne,SIMLR,SAFE,SAME,ctec_db_labels,ctec_ob_labels
D102_79,ductal,celseq,1,4,4,4,10,2,11,2,0
D102_87,ductal,celseq,1,4,4,4,10,2,11,2,0
D10631_2,ductal,celseq,1,4,4,4,10,2,11,2,0
D10631_3,ductal,celseq,1,4,4,4,10,2,11,2,0
D10631_10,ductal,celseq,2,3,5,7,10,1,2,3,1
D10631_24,ductal,celseq,1,4,4,4,10,2,11,2,0
D10631_34,ductal,celseq,5,3,5,4,10,2,13,1,4
D10631_45,ductal,celseq,1,4,4,4,10,2,11,2,0
D10631_56,ductal,celseq,1,4,4,4,10,2,11,2,0
D10631_63,ductal,celseq,1,4,4,4,10,2,11,2,0
D10631_65,ductal,celseq,1,4,4,4,10,2,11,2,0
D10631_68,ductal,celseq,1,4,4,4,10,2,11,2,0
D10631_76,ductal,celseq,1,4,4,4,10,2,11,2,0
D10631_85,ductal,celseq,1,4,4,4,10,2,11,2,0
D10631_88,ductal,celseq,5,1,5,4,10,2,13,1,4
D10631_90,ductal,celseq,1,4,4,4,10,2,11,2,0
D10631_92,ductal,celseq,1,4,4,4,10,2,11,2,0
D1713_1,ductal,celseq,1,4,4,4,10,2,11,2,0
D1713_2,ductal,celseq,1,4,4,4,10,2,11,2,0
D1713_3,ductal,celseq,1,4,4,4,10,2,11,2,0
D1713_4,ductal,celseq,1,4,4,4,10,2,11,2,0
D1713_5,ductal,celseq,1,4,4,4,10,2,11,2,0
D1713_10,ductal,celseq,1,4,5,4,10,2,11,2,0
D1713_12,ductal,celseq,1,4,4,4,10,2,11,2,0
D1713_13,ductal,celseq,1,4,4,4,10,2,11,2,0
D1713_14,ductal,celseq,1,4,4,4,10,2,11,2,0
D1713_17,ductal,celseq,1,4,4,4,10,2,11,2,0
D1713_20,ductal,celseq,1,3,5,4,10,2,13,2,1
D1713_22,ductal,celseq,1,4,4,4,10,2,11,2,0
D1713_25,ductal,celseq,1,4,4,4,10,2,11,2,0
D1713_30,ductal,celseq,1,4,4,4,10,2,11,2,0
D1713_31,ductal,celseq,1,4,4,4,10,2,11,2,0
D1713_32,ductal,celseq,1,4,4,4,10,2,11,2,0
D1713_35,ductal,celseq,1,4,4,4,10,2,11,2,0
D1713_41,ductal,celseq,1,4,4,4,10,2,11,2,0
D1713_43,ductal,celseq,1,4,4,4,10,2,11,2,0
D1713_46,ductal,celseq,1,4,4,4,10,2,11,2,0
D1713_47,ductal,celseq,1,4,4,4,10,2,11,2,0
D1713_48,ductal,celseq,1,4,4,4,10,2,11,2,0
D1713_49,ductal,celseq,1,4,4,4,10,2,11,2,0
D1713_52,ductal,celseq,1,4,5,4,10,2,11,2,0
D1713_53,ductal,celseq,1,4,4,4,10,2,11,2,0
D1713_54,ductal,celseq,1,4,4,4,10,2,11,2,0
D1713_55,ductal,celseq,1,4,4,4,10,2,11,2,0
D1713_56,ductal,celseq,1,4,4,4,10,2,11,2,0
D1713_57,ductal,celseq,1,4,4,4,10,2,11,2,0
D1713_59,ductal,celseq,1,4,4,4,10,2,11,2,0
D1713_64,ductal,celseq,1,4,4,4,10,2,11,2,0
D1713_65,ductal,celseq,1,4,4,4,10,2,11,2,0
D1713_66,ductal,celseq,1,4,4,4,10,2,11,2,0
D1713_73,ductal,celseq,1,4,4,4,10,2,11,2,0
D1713_74,ductal,celseq,1,4,4,4,10,2,11,2,0
D1713_75,ductal,celseq,1,4,4,4,10,2,11,2,0
D1713_77,ductal,celseq,1,4,4,4,10,2,11,2,0
D1713_79,ductal,celseq,1,4,4,4,10,2,11,2,0
D1713_81,ductal,celseq,1,4,4,4,10,2,11,2,0
D1713_82,ductal,celseq,1,4,4,4,10,2,11,2,0
D1713_83,ductal,celseq,1,4,4,4,10,2,11,2,0
D1713_84,ductal,celseq,1,4,4,4,10,2,11,2,0
D1713_85,ductal,celseq,1,4,4,4,10,2,11,2,0
D1713_86,ductal,celseq,1,4,4,4,10,2,11,2,0
D1713_87,ductal,celseq,1,4,4,4,10,2,11,2,0
D1713_88,ductal,celseq,1,4,4,4,10,2,11,2,0
D1713_92,ductal,celseq,1,4,4,4,10,2,11,2,0
D1713_94,ductal,celseq,1,4,4,4,10,2,11,2,0
D172444_15,ductal,celseq,1,4,4,4,10,2,11,2,0
D172444_18,ductal,celseq,5,2,5,4,10,2,13,1,4
D172444_59,ductal,celseq,1,4,4,4,10,2,11,2,0
D17All1_9,ductal,celseq,1,4,4,4,10,2,11,2,0
D17All1_11,ductal,celseq,1,4,4,4,10,2,11,2,0
D17All1_16,ductal,celseq,1,4,4,4,10,2,11,2,0
D17All1_20,ductal,celseq,1,4,4,4,10,2,11,2,0
D17All1_24,ductal,celseq,1,4,4,4,10,2,11,2,0
D17All1_25,ductal,celseq,1,4,4,4,10,2,11,2,0
D17All1_26,ductal,celseq,1,4,4,4,10,2,11,2,0
D17All1_29,ductal,celseq,1,4,4,4,10,2,11,2,0
D17All1_31,ductal,celseq,1,4,4,4,10,2,11,2,0
D17All1_32,ductal,celseq,1,4,4,4,10,2,11,2,0
D17All1_41,ductal,celseq,1,4,4,4,10,2,11,2,0
D17All1_44,ductal,celseq,1,4,4,4,10,2,11,2,0
D17All1_45,ductal,celseq,1,4,4,4,10,2,11,2,0
D17All1_47,ductal,celseq,1,4,4,4,10,2,11,2,0
D17All1_48,ductal,celseq,1,4,4,4,10,2,11,2,0
D17All1_53,ductal,celseq,1,4,4,4,10,2,11,2,0
D17All1_56,ductal,celseq,1,4,4,4,10,2,11,2,0
D17All1_65,ductal,celseq,1,4,4,4,10,2,11,2,0
D17All1_76,ductal,celseq,1,4,4,4,10,2,11,2,0
D17All1_78,ductal,celseq,1,4,4,4,10,2,11,2,0
D17All1_79,ductal,celseq,1,4,4,4,10,2,11,2,0
D17All1_84,ductal,celseq,1,4,4,4,10,2,11,2,0
D17All1_86,ductal,celseq,1,4,4,4,10,2,11,2,0
D17All1_96,ductal,celseq,1,4,4,4,10,2,11,2,0
D17All2_4,ductal,celseq,1,4,4,4,10,2,11,2,0
D17All2_8,ductal,celseq,1,4,4,4,10,2,11,2,0
D17All2_18,ductal,celseq,1,4,4,4,10,2,11,2,0
D17All2_23,ductal,celseq,1,4,4,4,10,2,11,2,0
D17All2_29,ductal,celseq,1,4,4,4,10,2,11,2,0
D17All2_48,ductal,celseq,1,4,4,4,10,2,11,2,0
D17All2_53,ductal,celseq,1,4,4,4,10,2,11,2,0
D17All2_54,ductal,celseq,1,4,4,4,10,2,11,2,0
D17All2_58,ductal,celseq,1,4,4,4,10,2,11,2,0
D17All2_59,ductal,celseq,1,4,4,4,10,2,11,2,0
D17All2_64,ductal,celseq,4,1,5,4,10,2,13,1,3
D17All2_66,ductal,celseq,1,4,4,4,10,2,11,2,0
D17All2_70,ductal,celseq,1,4,4,4,10,2,11,2,0
D17All2_71,ductal,celseq,1,4,4,4,10,2,11,2,0
D17All2_72,ductal,celseq,1,4,4,4,10,2,11,2,0
D17All2_76,ductal,celseq,1,4,4,4,10,2,11,2,0
D17All2_77,ductal,celseq,1,4,4,4,10,2,11,2,0
D17All2_81,ductal,celseq,1,4,4,4,10,2,11,2,0
D17All2_91,ductal,celseq,1,4,4,4,10,2,11,2,0
D17TGFB_3,ductal,celseq,1,4,4,4,10,2,11,2,0
D17TGFB_5,ductal,celseq,1,3,4,4,10,2,11,2,0
D17TGFB_19,ductal,celseq,1,3,4,4,10,2,11,2,0
D17TGFB_24,ductal,celseq,1,4,4,4,10,2,11,2,0
D17TGFB_25,ductal,celseq,1,4,4,4,10,2,11,2,0
D17TGFB_27,ductal,celseq,2,3,5,7,10,1,2,3,1
D17TGFB_28,ductal,celseq,1,4,4,4,10,2,11,2,0
D17TGFB_29,ductal,celseq,2,3,5,4,10,2,13,3,1
D17TGFB_34,ductal,celseq,2,3,5,7,10,1,2,3,1
D17TGFB_37,ductal,celseq,2,3,5,7,10,1,2,3,1
D17TGFB_55,ductal,celseq,2,3,5,7,10,1,2,3,1
D17TGFB_64,ductal,celseq,1,4,4,4,10,2,11,2,0
D17TGFB_72,ductal,celseq,2,3,5,7,10,1,2,3,1
D17TGFB_79,ductal,celseq,1,3,4,4,10,2,11,2,0
D17TGFB_81,ductal,celseq,1,4,4,4,10,2,11,2,0
D17TGFB_83,ductal,celseq,1,4,4,4,10,2,11,2,0
D17TGFB_86,ductal,celseq,1,4,4,4,10,2,11,2,0
D17TGFB_87,ductal,celseq,1,4,4,4,10,2,11,2,0
D17TGFB_88,ductal,celseq,1,4,4,4,10,2,11,2,0
D2ex_4,ductal,celseq,1,4,4,4,10,2,11,2,0
D2ex_5,ductal,celseq,1,4,4,4,10,2,11,2,0
D2ex_6,ductal,celseq,1,4,4,4,10,2,11,2,0
D2ex_7,ductal,celseq,1,4,4,4,10,2,11,2,0
D2ex_8,ductal,celseq,1,4,4,4,10,2,11,2,0
D2ex_9,ductal,celseq,1,4,4,4,10,2,11,2,0
D2ex_11,ductal,celseq,1,3,5,4,10,2,13,2,0
D2ex_12,ductal,celseq,1,4,4,4,10,2,11,2,0
D2ex_14,ductal,celseq,1,4,4,4,10,2,11,2,0
D2ex_17,ductal,celseq,1,4,4,4,10,2,11,2,0
D2ex_19,ductal,celseq,1,4,4,4,10,2,11,2,0
D2ex_20,ductal,celseq,1,4,4,4,10,2,11,2,0
D2ex_22,ductal,celseq,1,4,4,4,10,2,11,2,0
D2ex_23,ductal,celseq,1,4,4,4,10,2,11,2,0
D2ex_25,ductal,celseq,1,4,4,4,10,2,11,2,0
D2ex_27,ductal,celseq,1,4,4,4,10,2,11,2,0
D2ex_29,ductal,celseq,1,4,4,4,10,2,11,2,0
D2ex_30,ductal,celseq,1,4,4,4,10,2,11,2,0
D2ex_33,ductal,celseq,1,4,4,4,10,2,11,2,0
D2ex_35,ductal,celseq,1,4,4,4,10,2,11,2,0
D2ex_36,ductal,celseq,1,4,4,4,10,2,11,2,0
D2ex_38,ductal,celseq,1,4,4,4,10,2,11,2,0
D2ex_47,ductal,celseq,1,4,4,4,10,2,11,2,0
D2ex_49,ductal,celseq,1,3,4,4,10,2,11,2,0
D2ex_52,ductal,celseq,1,4,4,4,10,2,11,2,0
D2ex_53,ductal,celseq,1,4,4,4,10,2,11,2,0
D2ex_55,ductal,celseq,1,4,4,4,10,2,11,2,0
D2ex_56,ductal,celseq,1,4,4,4,10,2,11,2,0
D2ex_57,ductal,celseq,1,4,4,4,10,2,11,2,0
D2ex_58,ductal,celseq,1,4,5,4,10,2,11,2,0
D2ex_62,ductal,celseq,1,4,4,4,10,2,11,2,0
D2ex_67,ductal,celseq,1,4,4,4,10,2,11,2,0
D2ex_68,ductal,celseq,1,3,5,4,10,2,13,2,1
D2ex_71,ductal,celseq,1,4,4,4,10,2,11,2,0
D2ex_72,ductal,celseq,1,4,4,4,10,2,11,2,0
D2ex_73,ductal,celseq,2,3,5,4,10,2,13,3,1
D2ex_74,ductal,celseq,1,4,4,4,10,2,11,2,0
D2ex_75,ductal,celseq,1,4,4,4,10,2,11,2,0
D2ex_77,ductal,celseq,1,3,4,4,10,2,11,2,0
D2ex_82,ductal,celseq,1,4,4,4,10,2,11,2,0
D2ex_83,ductal,celseq,1,3,4,4,10,2,11,2,0
D2ex_84,ductal,celseq,1,4,4,4,10,2,11,2,0
D2ex_85,ductal,celseq,1,4,4,4,10,2,11,2,0
D2ex_88,ductal,celseq,1,4,4,4,10,2,11,2,0
D2ex_89,ductal,celseq,1,4,4,4,10,2,11,2,0
D2ex_90,ductal,celseq,2,3,4,7,10,1,2,3,1
D3en1_29,ductal,celseq,2,3,5,4,10,2,13,3,1
D3en1_30,ductal,celseq,1,4,4,4,10,2,11,2,0
D3en1_50,ductal,celseq,1,4,4,4,10,2,11,2,0
D3en1_60,ductal,celseq,1,3,5,4,10,2,13,2,0
D3en1_71,ductal,celseq,1,4,4,4,10,2,11,2,0
D3en1_75,ductal,celseq,1,4,4,4,10,2,11,2,0
D3en1_79,ductal,celseq,1,4,4,4,10,2,11,2,0
D3en1_87,ductal,celseq,1,4,4,4,10,2,11,2,0
D3en1_88,ductal,celseq,1,4,4,4,10,2,11,2,0
D3en2_24,ductal,celseq,2,1,5,4,10,2,13,3,1
D3en2_60,ductal,celseq,1,4,4,4,10,2,11,2,0
D3en2_62,ductal,celseq,1,4,4,4,10,2,11,2,0
D3en2_68,ductal,celseq,2,1,5,4,10,2,13,3,1
D3en2_71,ductal,celseq,1,4,4,4,10,2,11,2,0
D3en2_91,ductal,celseq,1,4,4,4,10,2,11,2,0
D3en3_6,ductal,celseq,1,4,4,4,10,2,11,2,0
D3en3_53,ductal,celseq,1,4,4,4,10,2,11,2,0
D3en3_87,ductal,celseq,1,4,4,4,10,2,11,2,0
D3en4_4,ductal,celseq,2,3,5,4,10,2,13,3,1
D3en4_6,ductal,celseq,1,4,4,4,10,2,11,2,0
D3en4_23,ductal,celseq,1,4,4,4,10,2,11,2,0
D3en4_41,ductal,celseq,1,4,4,4,10,2,11,2,0
D3en4_61,ductal,celseq,1,4,4,4,10,2,11,2,0
D3en4_63,ductal,celseq,1,4,4,4,10,2,11,2,0
D3en4_64,ductal,celseq,1,3,4,4,10,2,11,2,0
D3en4_65,ductal,celseq,1,4,4,4,10,2,11,2,0
D3en4_73,ductal,celseq,1,4,4,4,10,2,11,2,0
D3en4_74,ductal,celseq,2,3,5,7,10,1,2,3,1
D3ex_4,ductal,celseq,2,3,5,4,10,2,13,3,1
D3ex_9,ductal,celseq,1,4,4,4,10,2,11,2,0
D3ex_12,ductal,celseq,1,4,4,4,10,2,11,2,0
D3ex_34,ductal,celseq,2,3,5,7,10,1,2,3,1
D3ex_91,ductal,celseq,1,4,4,4,10,2,11,2,0
D71_6,ductal,celseq,1,4,4,4,10,2,11,2,0
D71_12,ductal,celseq,1,4,4,4,10,2,11,2,0
D71_14,ductal,celseq,1,4,4,4,10,2,11,2,0
D71_18,ductal,celseq,1,4,4,4,10,2,11,2,0
D71_23,ductal,celseq,1,4,4,4,10,2,11,2,0
D71_27,ductal,celseq,1,4,4,4,10,2,11,2,0
D71_28,ductal,celseq,1,4,4,4,10,2,11,2,0
D71_31,ductal,celseq,1,4,4,4,10,2,11,2,0
D71_33,ductal,celseq,1,4,4,4,10,2,11,2,0
D71_41,ductal,celseq,1,4,4,4,10,2,11,2,0
D71_45,ductal,celseq,1,4,4,4,10,2,11,2,0
D71_52,ductal,celseq,1,4,4,4,10,2,11,2,0
D71_53,ductal,celseq,1,4,4,4,10,2,11,2,0
D71_56,ductal,celseq,1,4,4,4,10,2,11,2,0
D71_64,ductal,celseq,1,4,4,4,10,2,11,2,0
D71_65,ductal,celseq,1,4,4,4,10,2,11,2,0
D71_66,ductal,celseq,1,4,4,4,10,2,11,2,0
D71_67,ductal,celseq,1,4,4,4,10,2,11,2,0
D71_69,ductal,celseq,1,4,4,4,10,2,11,2,0
D71_70,ductal,celseq,1,4,4,4,10,2,11,2,0
D71_71,ductal,celseq,1,4,4,4,10,2,11,2,0
D71_72,ductal,celseq,2,3,5,7,4,1,2,3,1
D71_73,ductal,celseq,1,4,4,4,10,2,11,2,0
D71_75,ductal,celseq,1,4,4,4,10,2,11,2,0
D71_80,ductal,celseq,2,3,5,7,10,1,2,3,1
D71_81,ductal,celseq,1,4,4,4,10,2,11,2,0
D71_85,ductal,celseq,1,4,4,4,10,2,11,2,0
D71_95,ductal,celseq,1,4,6,4,10,2,9,2,0
D72_4,ductal,celseq,1,4,4,4,10,2,11,2,0
D72_23,ductal,celseq,1,4,4,4,10,2,11,2,0
D72_31,ductal,celseq,1,4,4,4,10,2,11,2,0
D72_32,ductal,celseq,1,4,4,4,10,2,11,2,0
D72_34,ductal,celseq,1,4,4,4,10,2,11,2,0
D72_37,ductal,celseq,1,4,4,4,10,2,11,2,0
D72_43,ductal,celseq,1,4,4,4,10,2,11,2,0
D72_49,ductal,celseq,1,4,4,4,10,2,11,2,0
D72_52,ductal,celseq,1,4,4,4,10,2,11,2,0
D72_53,ductal,celseq,1,4,4,4,10,2,11,2,0
D72_61,ductal,celseq,1,4,4,4,10,2,11,2,0
D72_65,ductal,celseq,1,4,4,4,10,2,11,2,0
D72_66,ductal,celseq,1,4,4,4,10,2,11,2,0
D72_68,ductal,celseq,1,4,4,4,10,2,11,2,0
D72_72,ductal,celseq,1,4,4,4,10,2,11,2,0
D72_76,ductal,celseq,1,4,4,4,10,2,11,2,0
D72_78,ductal,celseq,2,1,5,4,10,2,13,3,1
D72_82,ductal,celseq,1,4,4,4,10,2,11,2,0
D72_86,ductal,celseq,1,4,4,4,10,2,11,2,0
D72_93,ductal,celseq,1,4,4,4,10,2,11,2,0
D73_2,ductal,celseq,1,4,4,4,10,2,11,2,0
D73_5,ductal,celseq,1,4,4,4,10,2,11,2,0
D73_8,ductal,celseq,1,4,4,4,10,2,11,2,0
D73_11,ductal,celseq,1,4,4,4,10,2,11,2,0
D73_18,ductal,celseq,1,4,4,4,10,2,11,2,0
D73_19,ductal,celseq,1,4,4,4,10,2,11,2,0
D73_23,ductal,celseq,1,4,4,4,10,2,11,2,0
D73_24,ductal,celseq,1,4,4,4,10,2,11,2,0
D73_25,ductal,celseq,1,4,4,4,10,2,11,2,0
D73_26,ductal,celseq,1,4,4,4,10,2,11,2,0
D73_27,ductal,celseq,1,4,4,4,10,2,11,2,0
D73_29,ductal,celseq,1,4,4,4,10,2,11,2,0
D73_34,ductal,celseq,1,4,4,4,10,2,11,2,0
D73_40,ductal,celseq,1,4,4,4,10,2,11,2,0
D73_46,ductal,celseq,1,4,4,4,10,2,11,2,0
D73_49,ductal,celseq,1,4,4,4,10,2,11,2,0
D73_50,ductal,celseq,1,4,4,4,10,2,11,2,0
D73_51,ductal,celseq,1,4,4,4,10,2,11,2,0
D73_54,ductal,celseq,1,4,4,4,10,2,11,2,0
D73_57,ductal,celseq,1,4,4,4,10,2,11,2,0
D73_60,ductal,celseq,1,4,4,4,10,2,11,2,0
D73_63,ductal,celseq,1,4,4,4,10,2,11,2,0
D73_64,ductal,celseq,1,4,4,4,10,2,11,2,0
D73_65,ductal,celseq,1,4,4,4,10,2,11,2,0
D73_70,ductal,celseq,1,4,6,4,10,2,9,2,0
D73_71,ductal,celseq,1,4,4,4,10,2,11,2,0
D73_73,ductal,celseq,1,4,4,4,10,2,11,2,0
D73_78,ductal,celseq,1,4,4,4,10,2,11,2,0
D73_84,ductal,celseq,1,1,4,4,10,2,11,2,0
D73_89,ductal,celseq,1,4,4,4,10,2,11,2,0
D73_96,ductal,celseq,1,4,4,4,10,2,11,2,0
D74_6,ductal,celseq,1,4,4,4,10,2,11,2,0
D74_13,ductal,celseq,1,4,4,4,10,2,11,2,0
D74_15,ductal,celseq,2,1,5,4,10,2,13,3,1
D74_17,ductal,celseq,1,4,4,4,10,2,11,2,0
D74_18,ductal,celseq,1,4,4,4,10,2,11,2,0
D74_22,ductal,celseq,1,4,6,4,10,2,9,2,0
D74_23,ductal,celseq,1,4,4,4,10,2,11,2,0
D74_24,ductal,celseq,1,4,4,4,10,2,11,2,0
D74_26,ductal,celseq,1,4,4,4,10,2,11,2,0
D74_27,ductal,celseq,1,4,4,4,10,2,11,2,0
D74_28,ductal,celseq,1,4,4,4,10,2,11,2,0
D74_31,ductal,celseq,1,4,4,4,10,2,11,2,0
D74_34,ductal,celseq,1,4,4,4,10,2,11,2,0
D74_37,ductal,celseq,1,4,4,4,10,2,11,2,0
D74_39,ductal,celseq,1,4,4,4,10,2,11,2,0
D74_43,ductal,celseq,1,4,4,4,10,2,11,2,0
D74_46,ductal,celseq,1,4,4,4,10,2,11,2,0
D74_47,ductal,celseq,1,4,4,4,10,2,11,2,0
D74_54,ductal,celseq,1,4,4,4,10,2,11,2,0
D74_58,ductal,celseq,1,4,4,4,10,2,11,2,0
D74_60,ductal,celseq,1,4,4,4,10,2,11,2,0
D74_63,ductal,celseq,1,4,4,4,10,2,11,2,0
D74_69,ductal,celseq,1,4,4,4,10,2,11,2,0
D74_71,ductal,celseq,1,4,4,4,10,2,11,2,0
D74_74,ductal,celseq,1,4,4,4,10,2,11,2,0
D74_78,ductal,celseq,1,4,4,4,10,2,11,2,0
D74_79,ductal,celseq,1,4,6,4,10,2,9,2,0
D74_91,ductal,celseq,1,4,5,4,10,2,11,2,0
D74_93,ductal,celseq,1,4,4,4,10,2,11,2,0
D74_94,ductal,celseq,1,4,4,4,10,2,11,2,0
D28-1_5,ductal,celseq2,1,3,4,4,10,2,11,2,0
D28-1_13,ductal,celseq2,1,4,4,4,10,2,11,2,0
D28-1_49,ductal,celseq2,1,4,4,4,10,2,11,2,0
D28-1_52,ductal,celseq2,1,4,4,4,10,2,11,2,0
D28-1_66,ductal,celseq2,1,4,4,4,10,2,11,2,0
D28-1_73,ductal,celseq2,1,3,5,4,10,2,13,2,1
D28-1_77,ductal,celseq2,1,4,4,4,10,2,11,2,0
D28-1_80,ductal,celseq2,1,4,4,4,10,2,11,2,0
D28-1_90,ductal,celseq2,1,4,4,4,10,2,11,2,0
D28-1_91,ductal,celseq2,1,4,4,4,10,2,11,2,0
D28-2_13,ductal,celseq2,1,4,4,4,10,2,11,2,0
D28-2_16,ductal,celseq2,1,4,4,4,10,2,11,2,0
D28-2_17,ductal,celseq2,1,4,4,4,10,2,11,2,0
D28-2_26,ductal,celseq2,1,4,4,4,10,2,11,2,0
D28-2_29,ductal,celseq2,1,4,4,4,10,2,11,2,0
D28-2_40,ductal,celseq2,1,4,4,4,10,2,11,2,0
D28-2_64,ductal,celseq2,1,4,4,4,10,2,11,2,0
D28-3_29,ductal,celseq2,1,4,4,4,10,2,11,2,0
D28-3_49,ductal,celseq2,1,4,4,4,10,2,11,2,0
D28-3_53,ductal,celseq2,1,4,4,4,10,2,11,2,0
D28-3_54,ductal,celseq2,1,4,4,4,10,2,11,2,0
D28-3_63,ductal,celseq2,1,4,4,4,10,2,11,2,0
D28-3_73,ductal,celseq2,1,4,4,4,10,2,11,2,0
D28-3_86,ductal,celseq2,1,4,4,4,10,2,11,2,0
D28-4_22,ductal,celseq2,1,4,4,4,10,2,11,2,0
D28-4_43,ductal,celseq2,1,4,4,4,10,2,11,2,0
D28-4_50,ductal,celseq2,1,4,4,4,10,2,11,2,0
D28-4_52,ductal,celseq2,1,4,4,4,10,2,11,2,0
D28-4_55,ductal,celseq2,1,4,4,4,10,2,11,2,0
D28-4_73,ductal,celseq2,1,4,4,4,10,2,11,2,0
D28-4_74,ductal,celseq2,1,4,4,4,10,2,11,2,0
D28-4_78,ductal,celseq2,1,4,4,4,10,2,11,2,0
D28-4_91,ductal,celseq2,1,4,4,4,10,2,11,2,0
D28-5_4,ductal,celseq2,1,4,4,4,10,2,11,2,0
D28-5_16,ductal,celseq2,1,4,4,4,10,2,11,2,0
D28-5_26,ductal,celseq2,1,4,4,4,10,2,11,2,0
D28-5_30,ductal,celseq2,1,4,4,4,10,2,11,2,0
D28-5_61,ductal,celseq2,1,4,4,4,10,2,11,2,0
D28-5_66,ductal,celseq2,1,4,4,4,10,2,11,2,0
D28-5_75,ductal,celseq2,1,4,4,4,10,2,11,2,0
D28-6_16,ductal,celseq2,1,4,4,4,10,2,11,2,0
D28-6_17,ductal,celseq2,1,4,4,4,10,2,11,2,0
D28-6_39,ductal,celseq2,1,4,4,4,10,2,11,2,0
D28-6_75,ductal,celseq2,1,4,4,4,10,2,11,2,0
D28-7_15,ductal,celseq2,1,4,4,4,10,2,11,2,0
D28-7_18,ductal,celseq2,1,4,4,4,10,2,11,2,0
D28-7_42,ductal,celseq2,1,4,4,4,10,2,11,2,0
D28-7_50,ductal,celseq2,1,4,4,7,10,2,11,2,1
D28-7_76,ductal,celseq2,1,4,4,4,10,2,11,2,0
D28-7_85,ductal,celseq2,1,4,4,4,10,2,11,2,0
D28-7_87,ductal,celseq2,1,4,4,4,10,2,11,2,0
D28-7_89,ductal,celseq2,1,4,4,4,10,2,11,2,0
D28-8_1,ductal,celseq2,1,4,4,4,10,2,11,2,0
D28-8_28,ductal,celseq2,1,4,4,4,10,2,11,2,0
D28-8_31,ductal,celseq2,1,4,4,4,10,2,11,2,0
D28-8_37,ductal,celseq2,2,4,5,7,10,2,2,3,0
D28-8_51,ductal,celseq2,2,3,5,7,10,1,2,3,1
D28-8_55,ductal,celseq2,1,4,4,4,10,2,11,2,0
D28-8_62,ductal,celseq2,2,4,4,7,10,2,11,3,0
D28-8_78,ductal,celseq2,1,4,4,4,10,2,11,2,0
D28-8_87,ductal,celseq2,1,4,4,4,10,2,11,2,0
D28-8_90,ductal,celseq2,1,3,4,4,10,2,11,2,0
D29-1_54,ductal,celseq2,1,4,4,4,10,2,11,2,0
D29-1_65,ductal,celseq2,1,4,4,4,10,2,11,2,0
D29-2_7,ductal,celseq2,1,4,4,4,10,2,11,2,0
D29-2_12,ductal,celseq2,1,4,4,4,10,2,11,2,0
D29-2_57,ductal,celseq2,1,4,4,4,10,2,11,2,0
D29-2_61,ductal,celseq2,1,4,4,4,10,2,11,2,0
D29-2_63,ductal,celseq2,1,4,4,4,10,2,11,2,0
D29-2_65,ductal,celseq2,1,4,4,4,10,2,11,2,0
D29-2_88,ductal,celseq2,1,4,4,4,10,2,11,2,0
D29-3_12,ductal,celseq2,1,4,4,4,10,2,11,2,0
D29-3_17,ductal,celseq2,1,4,4,4,10,2,11,2,0
D29-3_50,ductal,celseq2,1,1,4,4,10,2,11,2,0
D29-4_45,ductal,celseq2,1,4,4,4,10,2,11,2,0
D29-4_47,ductal,celseq2,1,4,4,4,10,2,11,2,0
D29-5_64,ductal,celseq2,1,4,4,4,10,2,11,2,0
D29-5_89,ductal,celseq2,1,4,4,4,10,2,11,2,0
D29-7_20,ductal,celseq2,1,4,4,4,10,2,11,2,0
D29-8_63,ductal,celseq2,1,4,4,4,10,2,11,2,0
D29-8_75,ductal,celseq2,1,4,4,4,10,2,11,2,0
D29-8_88,ductal,celseq2,1,4,4,4,10,2,11,2,0
D30-1_13,ductal,celseq2,1,4,4,4,10,2,11,2,0
D30-1_31,ductal,celseq2,1,4,4,4,10,2,11,2,0
D30-1_42,ductal,celseq2,1,4,4,4,10,2,11,2,0
D30-1_43,ductal,celseq2,1,4,4,4,10,2,11,2,0
D30-1_46,ductal,celseq2,1,4,4,4,10,2,11,2,0
D30-1_78,ductal,celseq2,1,4,4,4,10,2,11,2,0
D30-1_88,ductal,celseq2,1,4,4,4,10,2,11,2,0
D30-2_4,ductal,celseq2,1,4,4,4,10,2,11,2,0
D30-2_9,ductal,celseq2,1,4,4,4,10,2,11,2,0
D30-2_35,ductal,celseq2,1,4,4,4,10,2,11,2,0
D30-2_40,ductal,celseq2,1,4,4,4,10,2,11,2,0
D30-2_50,ductal,celseq2,1,4,4,4,10,2,11,2,0
D30-2_58,ductal,celseq2,1,4,4,4,10,2,11,2,0
D30-3_8,ductal,celseq2,1,4,4,4,10,2,11,2,0
D30-3_12,ductal,celseq2,1,4,4,4,10,2,11,2,0
D30-3_17,ductal,celseq2,1,4,4,4,10,2,11,2,0
D30-3_24,ductal,celseq2,2,1,4,2,4,7,4,3,0
D30-3_32,ductal,celseq2,1,4,4,4,10,2,11,2,0
D30-3_49,ductal,celseq2,1,4,4,4,10,2,11,2,0
D30-3_56,ductal,celseq2,1,4,4,4,10,2,11,2,0
D30-3_90,ductal,celseq2,1,4,4,4,10,2,11,2,0
D30-4_7,ductal,celseq2,1,4,4,4,10,2,11,2,0
D30-4_13,ductal,celseq2,1,4,4,4,10,2,11,2,0
D30-4_16,ductal,celseq2,1,4,4,4,10,2,11,2,0
D30-4_27,ductal,celseq2,1,4,4,4,10,2,11,2,0
D30-4_31,ductal,celseq2,1,4,4,4,10,2,11,2,0
